t,Unnamed: 0,hash_rate_mean,new_addresses,open,high,low,close,total_addresses,total_fees,total_supply,total_transactions,gas_price_mean,gas_price_median,google_trends,transfers_med,sigma,sp500,vix,gold
2017-03-30,454,16198625985049.9,13626,53.376000000000005,53.49400000000001,51.764,51.93000000000001,1097406,71.1051321567618,90258190.18698,95909,22337489832.2081,20000000000.0,0.022,1.00370309610917,0.0157793003115513,2368.06005859375,11.539999961853027,1245.0
2017-03-31,455,16587047683185.1,13712,51.874,51.98,47.29600000000001,49.07,1111118,77.4006765275412,90289398.46823,102835,22421222085.5567,20000000000.0,0.0215,1.0035631,0.0571484402763743,2362.719970703125,12.369999885559082,1247.300048828125
2017-04-01,456,16378407474782.1,7185,49.07,51.76000000000001,48.754,50.92,1118303,57.2228813586145,90320249.40573,80324,22145659410.4023,20000000000.0,0.018,1.00150484101696,0.0355073959148291,2362.719970703125,12.369999885559082,1247.300048828125
2017-04-02,457,16366480961082.6,9724,50.92,51.15,47.712,48.598,1128027,66.267082119486,90350690.18698,88431,22140799974.7539,20000000000.0,0.0184,1.00662184,0.0397385360233733,2362.719970703125,12.369999885559082,1247.300048828125
2017-04-03,458,15551875873455.2,12168,48.61,48.61,43.00599999999999,43.994,1140195,74.7844575547533,90381876.43698,99867,22176569227.1033,20000000000.0,0.0216,1.01029724,0.0604664946224395,2358.840087890625,12.380000114440918,1250.800048828125
2017-04-04,459,16508511541453.4,9327,43.924,45.906000000000006,41.54600000000001,44.726000000000006,1149522,64.9798500179551,90412931.74948,85983,22335006404.2015,20000000000.0,0.0196,1.00638212246465,0.0696635302539983,2360.159912109375,11.789999961853027,1255.0
2017-04-05,460,17052461793548.3,8842,44.56,47.126000000000005,44.45,45.478,1158364,68.3126860485851,90444167.06198,87153,22438228963.6882,20000000000.0,0.0196,1.00696942,0.0393464667565946,2352.949951171875,12.890000343322754,1245.4000244140625
2017-04-06,461,16914196792800.3,12794,45.38,45.95,41.576,43.51199999999999,1171158,73.3886228889011,90474891.43698,94747,22774967564.7226,20000000000.0,0.0192,1.00890312111579,0.0657307183472536,2357.489990234375,12.390000343322754,1250.300048828125
2017-04-07,462,17165538923796.1,7355,43.484,44.48,41.94,42.42,1178513,72.4189877161621,90505965.96823,92536,22133175526.769497,20000000000.0,0.0164,1.00205023723712,0.0386215803042202,2355.5400390625,12.869999885559082,1254.300048828125
2017-04-08,463,17338058379887.1,5810,42.42,45.542,42.42,44.85,1184323,52.3271242527176,90536880.34323,71907,22134943280.449703,20000000000.0,0.014,1.00137667,0.036372188380757,2355.5400390625,12.869999885559082,1254.300048828125
2017-04-09,464,16977617995226.8,5395,44.84400000000001,44.84400000000001,43.23,43.87,1189718,56.8056788092695,90567123.62448,74141,21963656912.637,20000000000.0,0.0164,1.001015,0.0220346669590996,2355.5400390625,12.869999885559082,1254.300048828125
2017-04-10,465,17062527871566.8,6459,43.87,44.672,42.80800000000001,43.92,1196177,63.0386079241591,90597160.81198,75162,22330645585.9035,20000000000.0,0.0152,1.00210226,0.0301299223554874,2357.159912109375,14.050000190734863,1251.0999755859375
2017-04-11,466,17651698128279.7,5918,43.92,44.64,43.73,43.876000000000005,1202095,58.9152721742601,90627611.28073,75647,22007626116.8457,20000000000.0,0.0136,1.00165320339211,0.0145502075954143,2353.780029296875,15.069999694824219,1271.199951171875
2017-04-12,467,17452538438999.6,7029,43.888000000000005,47.45399999999999,43.34,46.54,1209124,80.6889592571846,90657825.18698,80044,23067711027.699497,20000000000.0,0.0156,1.00261258982716,0.0527458321408193,2344.929931640625,15.770000457763672,1275.300048828125
2017-04-13,468,17080963812407.2,8130,46.54,50.9,46.49800000000001,50.242,1217254,61.6584633202479,90688168.15573,83854,22288942887.2338,20000000000.0,0.02,1.00423897891344,0.0427542038676514,2328.949951171875,15.960000038146973,1285.9000244140625
2017-04-14,469,18555278779076.7,6454,50.236,50.236,46.652,47.5,1223708,62.8964400479704,90719157.84323,80900,22257379067.3111,20000000000.0,0.0164,1.00184609996171,0.0390855194189944,2328.949951171875,15.960000038146973,1285.9000244140625
2017-04-15,470,18023412351253.5,6309,47.5,48.91,47.014,48.602,1230017,57.8052513621896,90749155.96823,74375,22240477958.9032,20000000000.0,0.0144,1.0006701131794,0.0240493121687795,2328.949951171875,15.960000038146973,1285.9000244140625
2017-04-16,471,18352356958887.6,4413,48.562,49.018,47.72,48.29,1234430,55.1176954203049,90779659.40573,70436,22100218538.2038,20000000000.0,0.0156,1.0003484655899,0.0186527379372866,2328.949951171875,15.960000038146973,1285.9000244140625
2017-04-17,472,18682825184453.1,5806,48.29,48.526,47.774,48.224,1240236,60.4732972431175,90810307.53073,72313,22255010723.393,20000000000.0,0.0164,1.00219982125598,0.0110109566948726,2349.010009765625,14.65999984741211,1289.4000244140625
2017-04-18,473,19155094655993.6,7308,48.23,50.342,48.02,49.98,1247544,73.7447817579827,90840827.37448,82985,22747420157.5721,20000000000.0,0.018,1.00371053,0.0249848615533127,2342.18994140625,14.420000076293945,1291.699951171875
2017-04-19,474,19091543597131.3,7828,49.966,50.37,47.956,47.956,1255372,78.3964845405165,90870439.56198,84633,22626922332.6261,20000000000.0,0.0188,1.00348913801675,0.0235533416931332,2338.169921875,14.930000305175781,1281.4000244140625
2017-04-20,475,19247445176951.2,8497,47.86600000000001,49.76,47.768,49.61,1263869,71.7927739584711,90900861.74948,85190,22479053680.4771,20000000000.0,0.018,1.00035634182589,0.0184351587138578,2355.840087890625,14.149999618530273,1281.9000244140625
2017-04-21,476,19773011361162.6,6275,49.61,49.62,48.28,48.47,1270144,92.1973650957483,90931339.09323,80357,22819358781.7054,20000000000.0,0.018,1.00190752752073,0.0128829150275457,2348.68994140625,14.630000114440918,1287.4000244140625
2017-04-22,477,19904587149698.2,5893,48.46400000000001,49.16,48.25,48.654,1276037,74.920144056746,90961329.40573,73081,22631052480.3725,20000000000.0,0.014,1.00174981402822,0.0129861612828189,2348.68994140625,14.630000114440918,1287.4000244140625
2017-04-23,478,20247091442672.4,6151,48.63,49.22,48.35,48.79,1282188,65.0892018179342,90991820.65573,76846,21898039096.3037,20000000000.0,0.0144,1.00131161,0.0124440616006732,2348.68994140625,14.630000114440918,1287.4000244140625
2017-04-24,479,19536574356128.8,8057,48.79,50.958,48.79,50.502,1290245,72.9798244742336,91021603.62448,79381,22992421399.89529,20000000000.0,0.0172,1.00338617202018,0.02203730380182,2374.14990234375,10.84000015258789,1275.800048828125
2017-04-25,480,20350984734556.2,7082,50.5,50.81,49.97,50.414,1297327,78.57420473415,91052363.93698,92634,21734015244.7512,20000000000.0,0.0184,1.00328594323275,0.0117400276537014,2388.610107421875,10.760000228881836,1265.5999755859375
2017-04-26,481,20148949786503.1,13918,50.42,54.51000000000001,50.42,53.55,1311245,74.7897238631466,91081696.12448,89318,22048839795.8331,20000000000.0,0.0248,1.00130001,0.0405026476792573,2387.449951171875,10.850000381469727,1262.0999755859375
2017-04-27,482,20470264581260.3,12244,53.53,63.788,53.15999999999999,63.386,1323489,87.3126909117983,91111026.12448,103999,22377947329.884,20000000000.0,0.0316,1.00196569,0.0746732233430284,2388.77001953125,10.359999656677246,1263.699951171875
2017-04-28,483,21647401450746.9,11274,63.396,73.828,62.962,72.77199999999999,1334763,79.2059684068147,91140708.15573,104790,22130700584.2976,20000000000.0,0.04,1.00297407933973,0.0729671439538834,2384.199951171875,10.819999694824219,1266.0999755859375
2017-04-29,484,22284306880838.4,10083,73.23200000000001,73.77600000000002,67.434,70.28799999999998,1344846,70.2026857963096,91169925.81198,90993,22799209590.239098,20000000000.0,0.0348,1.00092408431768,0.0582170337460892,2384.199951171875,10.819999694824219,1266.0999755859375
2017-04-30,485,21711156424060.0,10991,70.21600000000001,79.75,69.67999999999999,79.69399999999997,1355837,78.9586302744099,91199294.40573,94556,22541845100.4806,20000000000.0,0.0376,1.00167392,0.0540105016569221,2384.199951171875,10.819999694824219,1266.0999755859375
2017-05-01,486,21871349134467.7,13394,79.446,84.76599999999998,72.934,77.33,1369231,105.538214140903,91228651.90573,111417,22989649815.2729,20000000000.0,0.0434,1.0092004871495,0.1049737157489756,2388.330078125,10.109999656677246,1253.300048828125
2017-05-02,487,21789397465226.0,11999,77.34,80.54,74.90799999999999,77.7,1381230,112.734602650156,91258088.31198,108896,22975461232.733097,20000000000.0,0.035,1.00573714782809,0.0511791508147212,2391.169921875,10.59000015258789,1255.0999755859375
2017-05-03,488,22188168295140.9,11041,77.62,80.86399999999999,75.634,80.0,1392271,77.3135060873783,91287640.96823,97020,22182605256.267,20000000000.0,0.0336,1.00250553719115,0.0433931655216614,2388.1298828125,10.680000305175781,1246.4000244140625
2017-05-04,489,21986688182497.1,16190,80.0,95.734,79.78,94.752,1408461,92.4303399621889,91317064.40573,114258,22523480694.0967,20343286631.0,0.0448,1.00297716,0.0745180260261935,2389.52001953125,10.460000038146973,1226.5
2017-05-05,490,22963174534850.8,14831,94.972,97.962,88.16,91.552,1423292,84.3533060609471,91346766.43698,108101,22905913235.1698,20343286631.0,0.0434,1.00897885268641,0.0709772177018744,2399.2900390625,10.569999694824219,1224.800048828125
2017-05-06,491,22937022935993.1,12801,92.118,96.02,90.82,95.91599999999998,1436093,84.3641463874504,91376469.87448,94736,22233427009.4689,20000000000.0,0.0322,1.00236502747805,0.030321484153578,2399.2900390625,10.569999694824219,1224.800048828125
2017-05-07,492,23384465825309.5,15189,95.584,98.434,89.27600000000001,92.532,1451282,105.733505802463,91406350.03073,105969,22863576069.190903,20000000000.0,0.0308,1.00535264,0.0660402822338416,2399.2900390625,10.569999694824219,1224.800048828125
2017-05-08,493,23083374729339.5,17643,92.474,94.032,86.292,89.46799999999999,1468925,95.6059639504976,91435775.96823,116573,22304778707.9362,20000000000.0,0.035,1.01383057,0.0571611243975143,2399.3798828125,9.770000457763672,1225.300048828125
2017-05-09,494,23985578376536.6,17809,89.83399999999997,91.288,75.406,87.436,1486734,106.666628386381,91465530.96823,112175,22419891708.1824,20000000000.0,0.0364,1.0116042,0.1341008157804868,2396.919921875,9.960000038146973,1214.300048828125
2017-05-10,495,23760189344790.5,16499,87.21600000000002,91.86,86.78,89.13399999999999,1503233,104.904536928795,91495145.81198,108881,22141501610.2275,20000000000.0,0.0294,1.00307714777607,0.0378868684975146,2399.6298828125,10.210000038146973,1217.300048828125
2017-05-11,496,24356089228958.6,18029,89.15,90.432,87.012,88.204,1521262,109.393380226517,91524880.34323,116184,22276386523.88,20000000000.0,0.0252,1.000788,0.0264418429358169,2394.43994140625,10.600000381469727,1222.699951171875
2017-05-12,497,24961089819875.3,15475,88.11399999999999,89.99799999999999,84.43599999999998,85.33599999999998,1536737,109.060373521815,91554770.03073,106360,22224260596.9951,20000000000.0,0.028,1.00223864773011,0.0404769030276595,2390.89990234375,10.399999618530273,1226.199951171875
2017-05-13,498,24452718462975.4,13311,85.316,88.29,81.61,87.816,1550048,106.923588255084,91584023.31198,100373,22176736929.2551,20000000000.0,0.0224,1.00161999078072,0.0526559869534024,2390.89990234375,10.399999618530273,1226.199951171875
2017-05-14,499,25289906238126.5,13573,87.8,88.89,87.542,88.874,1563621,106.37913661749,91612240.81198,100554,22054420864.2972,20000000000.0,0.0238,1.00076571,0.0077234655100689,2390.89990234375,10.399999618530273,1226.199951171875
2017-05-15,500,25869752440332.4,16782,88.89,94.218,88.84,90.232,1580403,132.123398807998,91640703.15573,121812,22225479221.8733,20000000000.0,0.0266,1.00043672423991,0.0405027108125487,2402.320068359375,10.420000076293945,1228.5999755859375
2017-05-16,501,26334925878621.6,18532,90.24,91.968,87.05600000000003,87.904,1598935,137.143767603647,91669421.12448,115329,22338079736.0302,20000000000.0,0.0266,1.00431811298478,0.0352233203158975,2400.669921875,10.649999618530273,1235.0
2017-05-17,502,25136631904005.4,21508,87.85799999999999,89.0,82.96000000000002,86.91,1620443,220.219437190224,91697320.03073,136862,26658490658.1767,20000000000.0,0.0266,1.02538565356745,0.0492343348730454,2357.030029296875,15.59000015258789,1257.5
2017-05-18,503,26177241937183.2,20235,87.0,96.54,86.88199999999998,96.466,1640678,158.498593266697,91725800.81198,135379,22641931555.5582,20000000000.0,0.0266,1.00217765920488,0.037875625825871,2365.719970703125,14.65999984741211,1251.699951171875
2017-05-19,504,27086289269328.3,27540,96.526,128.874,96.4,124.818,1668218,173.985855405999,91754182.06198,159613,22507354372.3902,20082189118.0,0.0588,1.00626137,0.1289275408152591,2381.72998046875,12.039999961853027,1252.699951171875
2017-05-20,505,27896814753400.0,21709,124.042,128.38799999999998,121.254,123.234,1689927,155.579769682161,91782834.09323,129645,22578527231.7813,21000000000.0,0.0462,1.00130703,0.0402202980985228,2381.72998046875,12.039999961853027,1252.699951171875
2017-05-21,506,28381139743139.1,23703,123.76399999999998,148.19799999999998,123.152,146.882,1713630,160.523136917678,91811488.15573,148310,22366670220.835297,20953064200.0,0.063,1.00298839372729,0.0762066026618378,2381.72998046875,12.039999961853027,1252.699951171875
2017-05-22,507,29292308681965.9,30386,147.06400000000005,174.44199999999995,139.906,166.68200000000004,1744016,182.632419995022,91840257.37448,175054,22950916506.4238,20000000000.0,0.126,1.01124181332479,0.1352028974020931,2394.02001953125,10.930000305175781,1260.699951171875
2017-05-23,508,28131300556801.7,37331,166.68,171.998,158.564,170.06,1781347,253.728642190641,91868833.46823,185231,22876914692.9036,20000000000.0,0.1008,1.00066908,0.0561351462071651,2398.419921875,10.720000267028809,1254.800048828125
2017-05-24,509,28816183110027.3,34578,170.0,199.4,169.608,192.74400000000003,1815925,272.090679309925,91897474.09323,185286,23511877462.0969,21000000000.0,0.1274,1.00327041,0.0836830507670888,2404.389892578125,10.020000457763672,1252.4000244140625
2017-05-25,510,28944041620943.5,34355,194.022,213.716,166.218,180.374,1850280,218.689885039394,91926312.99948,181537,22627478168.6527,20000000000.0,0.14,1.00223304709673,0.1718509317961327,2415.070068359375,9.989999771118164,1255.800048828125
2017-05-26,511,28994832892398.7,30875,182.17400000000004,194.984,146.88600000000002,165.49400000000003,1881155,206.055826499097,91955276.74948,167598,22767260891.3621,21000000000.0,0.1036,1.00000214961348,0.1911967667969619,2415.820068359375,9.8100004196167,1267.5999755859375
2017-05-27,512,29782008284174.2,23458,164.324,171.808,121.606,158.60399999999996,1904613,182.127259991398,91984052.21823,148124,22312210827.1336,20000000000.0,0.0854,1.00184582703963,0.2433757658548783,2415.820068359375,9.8100004196167,1267.5999755859375
2017-05-28,513,29592419072283.5,22505,159.87,181.988,159.87,174.0,1927118,192.525514182496,92012875.49948,153808,21916364414.226,20000000000.0,0.0686,0.871547401181692,0.0749967959380216,2415.820068359375,9.8100004196167,1267.5999755859375
2017-05-29,514,31461241687651.3,25500,173.94799999999998,196.898,167.09,194.696,1952618,192.624558129616,92042412.84323,157223,22429141176.2989,20000000000.0,0.0672,1.0,0.0925645149897461,2415.820068359375,9.8100004196167,1267.5999755859375
2017-05-30,515,33121627256075.8,31968,194.398,230.336,186.758,229.412,1984586,319.92587186721,92072232.21823,189967,24758885830.9731,21000000000.0,0.0938,1.0011044563952,0.1067584626026831,2412.909912109375,10.380000114440918,1262.0999755859375
2017-05-31,516,32532343390909.0,40911,229.224,233.322,216.236,228.902,2025497,634.072177123384,92100980.65573,201783,38210063773.8621,23312316606.0,0.1204,1.00525090533079,0.0537677149866192,2411.800048828125,10.40999984741211,1272.0
2017-06-01,517,34216055857604.7,34727,228.998,233.92200000000005,208.748,220.01,2060224,253.29347084435,92129050.03073,196287,23808562950.4486,21872873662.0,0.1457,1.0,0.0765684483872088,2430.06005859375,9.890000343322754,1267.0
2017-06-02,518,33798331615979.8,31088,220.304,224.984,215.384,222.68400000000003,2091312,291.597841473762,92155870.65573,192359,22913829908.5972,21000000000.0,0.1116,1.0,0.0301027335131106,2439.070068359375,9.75,1276.800048828125
2017-06-03,519,34666849722050.3,30147,222.14,226.918,219.24,224.498,2121459,228.134695773494,92183397.06198,173467,22677818317.5737,21285784423.0,0.1054,1.00018924829034,0.0234383846270458,2439.070068359375,9.75,1276.800048828125
2017-06-04,520,35678318831539.0,28634,224.5,248.76800000000003,224.5,245.56200000000004,2150093,255.713870927989,92210629.56198,176499,23508783552.0051,21411328737.0,0.1178,0.999623570621282,0.0464936588072283,2439.070068359375,9.75,1276.800048828125
2017-06-05,521,36388903182140.5,34548,246.032,248.746,242.154,248.398,2184641,219.924346992173,92238419.40573,187883,22886137204.0593,20304309836.0,0.1302,1.0,0.0180361640276708,2436.10009765625,10.069999694824219,1279.300048828125
2017-06-06,522,37085730226078.1,36450,248.39,268.43,246.648,266.94000000000005,2221091,265.075762618002,92265903.15573,196588,23539130279.103,22000804100.0,0.1705,0.99991405,0.0397123393765887,2429.330078125,10.449999809265137,1294.4000244140625
2017-06-07,523,38273668073940.2,34857,266.886,266.886,247.824,255.954,2255948,277.963468698832,92293673.93698,203622,23555770568.8484,22074227857.0,0.1581,0.96253060066706,0.0454960612056617,2433.139892578125,10.390000343322754,1290.0999755859375
2017-06-08,524,38609250275440.7,32484,256.022,261.55,251.102,260.806,2288432,239.515279974747,92321305.18698,185436,23571788218.2732,22881767957.0,0.1364,0.940344972591267,0.0264299346677406,2433.7900390625,10.15999984741211,1276.300048828125
2017-06-09,525,38592124094668.6,35641,261.178,280.23400000000004,260.374,280.23400000000004,2324073,250.50848082936,92348955.18698,213325,22518978782.616302,20229599175.0,0.1457,0.947091059395628,0.028031809397208,2431.77001953125,10.699999809265137,1268.5
2017-06-10,526,40848306645667.6,39679,280.36800000000005,341.742,280.10400000000004,331.38199999999995,2363752,214.559641123816,92377113.93698,211542,22422146714.4049,21000000000.0,0.1953,0.99964827538891,0.0947865103924916,2431.77001953125,10.699999809265137,1268.5
2017-06-11,527,41421165565882.4,44872,331.798,346.71400000000006,312.578,338.42800000000005,2408624,313.877609552976,92405040.65573,238642,23843612253.829,22061831512.0,0.2356,0.99947339,0.0722499349601591,2431.77001953125,10.699999809265137,1268.5
2017-06-12,528,40970903444606.5,53155,338.2920000000001,409.74799999999993,322.29,393.4320000000001,2461779,512.809391033716,92433141.28073,283747,30391141089.7426,22771277057.0,0.31,1.00002213738193,0.1414707830211158,2429.389892578125,11.460000038146973,1266.0999755859375
2017-06-13,529,42363917980112.1,53853,389.92800000000005,395.56,360.084,388.594,2515632,294.642099271721,92461417.37448,277048,24903912969.867702,21000000010.0,0.2821,0.99957592,0.0664092420355734,2440.35009765625,10.420000076293945,1265.800048828125
2017-06-14,530,43671015037999.0,48486,389.15400000000005,392.728,315.926,341.626,2564118,254.758374393437,92489686.12448,247995,22812812578.5609,21000000000.0,0.2573,0.90670606,0.1308530536514993,2437.919921875,10.640000343322754,1272.800048828125
2017-06-15,531,44703575181895.1,47406,340.0800000000001,344.85400000000004,256.578,341.782,2611524,279.620592390912,92517884.87448,257854,23411815379.0368,21000000000.0,0.2666,0.9992,0.2090602679185259,2432.4599609375,10.899999618530273,1252.199951171875
2017-06-16,532,45487073147120.7,43512,340.648,356.48,315.014,349.6,2655036,257.508486546679,92546255.81198,240756,22083654403.399902,21000000000.0,0.1984,0.7543053870142281,0.0859424107824185,2433.14990234375,10.380000114440918,1254.0
2017-06-17,533,46481249041737.1,42572,349.99800000000005,368.592,342.2340000000001,368.592,2697608,238.660364103388,92574554.87448,239079,20940055932.8994,20000000010.0,0.1612,0.8157369053642841,0.0414422401571371,2433.14990234375,10.380000114440918,1254.0
2017-06-18,534,47619169617858.4,46592,368.61,378.162,340.7220000000001,351.69800000000004,2744200,251.896899621616,92603142.37448,241123,19777146520.5258,20860706389.0,0.1612,0.48473,0.0676944017916793,2433.14990234375,10.380000114440918,1254.0
2017-06-19,535,47854328392004.0,52290,350.886,360.984,348.08200000000005,358.7800000000001,2796490,283.021105675981,92631775.34323,281940,21054562068.3889,20000000000.0,0.1581,0.8793105999999999,0.0217051278053698,2453.4599609375,10.369999885559082,1244.199951171875
2017-06-20,536,48687149048095.2,59603,358.82199999999995,364.986,333.014,349.7700000000001,2856093,720.03146299684,92658480.96823,282261,35606261848.0499,24313966618.0,0.1829,1.0058024862979,0.06284836590187,2437.030029296875,10.859999656677246,1241.0
2017-06-21,537,49522645970007.2,30248,350.0,351.994,288.54400000000004,323.12,2886341,913.388218754613,92684635.49948,184832,58264077196.8131,50000000000.0,0.2387,1.00405243,0.1314814926942928,2435.610107421875,10.75,1243.4000244140625
2017-06-22,538,49893810228683.8,48081,324.94199999999995,331.284,308.556,319.6860000000001,2934422,684.943045550363,92711168.78073,267235,41150573698.9979,33452104088.0,0.248,0.925226121566094,0.0492233019129834,2434.5,10.479999542236328,1247.5999755859375
2017-06-23,539,49856958831148.5,48959,319.626,330.53,319.626,326.728,2983381,469.929450422587,92737271.28073,271560,40960227373.6621,49000000000.0,0.2046,0.986,0.0193931937813762,2438.300048828125,10.020000457763672,1256.199951171875
2017-06-24,540,50774225409041.5,45570,326.79,330.86,300.24,304.624,3028951,640.185604612802,92763766.28073,234177,47309213754.2837,40000000000.0,0.1612,0.768795169112178,0.0530062744407071,2438.300048828125,10.020000457763672,1256.199951171875
2017-06-25,541,51551796451309.4,34447,304.862,309.968,252.378,278.184,3063398,411.721489721117,92790149.40573,228207,34521352333.671906,31000000000.0,0.1953,0.741,0.133731121431726,2438.300048828125,10.020000457763672,1256.199951171875
2017-06-26,542,53051635831839.9,50456,278.296,293.66,213.878,255.046,3113854,875.310976343044,92816848.46823,310578,49580734026.4814,37282495770.0,0.2666,0.999726242262387,0.2175080261634698,2439.070068359375,9.899999618530273,1246.300048828125
2017-06-27,543,53814929298189.8,40576,252.848,286.57000000000005,213.032,286.57000000000005,3154430,332.032513046043,92843430.81198,249519,31580245372.5561,21768734821.0,0.217,0.7257993500000001,0.1947138618284555,2419.3798828125,11.0600004196167,1246.4000244140625
2017-06-28,544,54519740957995.5,42425,285.578,324.842,261.344,315.696,3196855,773.236091502308,92870070.34323,260502,43482890266.3586,35082752902.0,0.1829,0.572123663495792,0.1406058805861697,2440.68994140625,10.029999732971191,1248.0
2017-06-29,545,55972835386307.5,40479,316.612,322.4140000000001,288.766,293.8,3237334,466.282393834282,92897082.37448,259915,35022170593.425896,31500000000.0,0.1457,0.509068203384419,0.0625631615292245,2419.699951171875,11.4399995803833,1244.199951171875
2017-06-30,546,56612510243272.7,36249,293.8,304.922,270.89,282.1260000000001,3273583,352.344502266065,92923938.62448,249348,27223635401.3916,21000000000.0,0.1364,0.542419123561659,0.0797966781160308,2423.409912109375,11.180000305175781,1240.699951171875
2017-07-01,547,57519911583900.2,30471,280.122,282.0680000000001,253.766,261.862,3304054,315.744643169713,92950618.62448,235306,26689728580.1344,21000000000.0,0.1102,0.5,0.0619255268602194,2423.409912109375,11.180000305175781,1240.699951171875
2017-07-02,548,58338897994319.8,28862,261.992,292.59,255.728,284.2,3332916,317.468243775909,92977334.09323,242078,25581333280.0316,20000000000.0,0.1045,0.418639441680363,0.0806787228955282,2423.409912109375,11.180000305175781,1240.699951171875
2017-07-03,549,59217762851013.4,41896,284.05000000000007,284.05000000000007,273.48400000000004,277.01800000000003,3374812,425.920316211609,93004465.34323,296176,28117349172.8691,22651614524.0,0.114,0.49810968,0.0218112637750549,2429.010009765625,11.220000267028809,1217.9000244140625
2017-07-04,550,60317453754033.1,43317,276.95,281.85,266.222,270.01,3418129,377.047005195524,93031831.12448,274519,24664144554.9528,20000000000.0,0.1007,0.5,0.0371247317369351,2429.010009765625,11.220000267028809,1217.9000244140625
2017-07-05,551,58977729428169.9,32967,269.95,273.526,253.804,266.77599999999995,3451096,409.090970890428,93058591.43698,266278,26133024523.3554,21000000000.0,0.1102,0.43,0.0524027997490241,2432.5400390625,11.069999694824219,1220.4000244140625
2017-07-06,552,60523457920853.5,32264,266.75,273.886,261.338,266.17,3483360,304.771433494259,93085517.99948,254326,24841070313.7796,21000000000.0,0.1007,0.32862601,0.0331338427369912,2409.75,12.539999961853027,1222.199951171875
2017-07-07,553,61024028761401.5,36073,265.95,266.552,235.678,240.37000000000003,3519433,356.293806920488,93112805.96823,290214,27021742038.0118,21753372638.0,0.1197,0.28301073,0.0602204669512993,2425.179931640625,11.1899995803833,1208.5999755859375
2017-07-08,554,62158772167910.4,28696,240.148,247.93,230.44,245.144,3548129,360.274207471173,93139869.24948,245000,26089973919.114,21000000000.0,0.1064,0.32661405,0.0501210489815998,2425.179931640625,11.1899995803833,1208.5999755859375
2017-07-09,555,63088047112068.9,23364,245.48,251.866,237.07200000000003,237.334,3571493,256.112816521956,93166813.15573,222526,26860797613.8769,21000000000.0,0.0912,0.24824203,0.0373122536194599,2425.179931640625,11.1899995803833,1208.5999755859375
2017-07-10,556,63662391151672.5,36192,239.598,239.598,190.956,207.002,3607685,261.59867252381,93191246.74948,292500,22840512365.0803,20000000000.0,0.1444,0.435111710616232,0.1322329474910513,2427.429931640625,11.109999656677246,1212.0999755859375
2017-07-11,557,63475196459916.2,41868,203.944,215.092,175.952,191.306,3649553,287.290319403812,93215214.87448,283359,24575033100.675003,20000000000.0,0.19,0.989,0.1363467986294984,2425.530029296875,10.890000343322754,1213.5999755859375
2017-07-12,558,61857639528369.8,37174,191.404,225.0,182.146,224.324,3686727,330.334228770205,93239149.09323,274589,24301621063.8618,21000000000.0,0.1501,0.5,0.1122159097813387,2443.25,10.300000190734863,1218.0999755859375
2017-07-13,559,63026123937183.2,32283,224.36,226.392,193.66,205.724,3719010,327.42187988975,93262924.40573,251166,23629822114.6071,20000000000.0,0.1216,0.398479312443128,0.0963782059319682,2447.830078125,9.899999618530273,1216.300048828125
2017-07-14,560,61568290790089.4,29515,206.078,206.698,182.252,197.876,3748525,275.880608775513,93286695.65573,240921,23119742998.6522,20000000000.0,0.1064,0.41638597,0.0853477372508812,2459.27001953125,9.510000228881836,1226.5999755859375
2017-07-15,561,64298506768738.0,25202,197.504,198.264,168.78799999999998,168.78799999999998,3773727,288.040626935105,93310844.24948,226299,26644007281.0698,20000000000.0,0.1064,0.507862090002931,0.0584606590520878,2459.27001953125,9.510000228881836,1226.5999755859375
2017-07-16,562,65825846029105.7,28948,168.06,171.41399999999996,134.58200000000002,154.246,3802675,276.731320514844,93334853.93698,245056,24225254470.3908,21000000000.0,0.152,0.5732,0.1625355816681797,2459.27001953125,9.510000228881836,1226.5999755859375
2017-07-17,563,62104303973900.8,28132,156.56,190.574,153.59599999999998,190.574,3830807,281.509048416621,93358372.21823,242807,25008451290.0402,21000000000.0,0.1311,0.598869317621149,0.0912982286604963,2459.139892578125,9.819999694824219,1232.800048828125
2017-07-18,564,63866215761764.2,31757,191.834,260.248,178.43400000000003,226.992,3862564,423.677942917871,93382326.28073,264793,26922445269.417698,22528622017.0,0.1406,0.5684797289376431,0.2455235150837293,2460.610107421875,9.890000343322754,1241.0999755859375
2017-07-19,565,66184411145740.5,31022,227.154,244.2,190.004,193.944,3893586,324.838750477733,93406809.87448,265517,25859171423.245003,21000000000.0,0.1349,0.449559,0.1477681589138741,2473.830078125,9.789999961853027,1241.199951171875
2017-07-20,566,68047639204963.6,29602,198.614,235.246,196.95,229.086,3923188,256.13319004382,93431302.68698,246674,23785270501.4286,20000000000.0,0.1197,0.2824109999999999,0.0889686866357428,2473.449951171875,9.579999923706055,1244.800048828125
2017-07-21,567,68546674268636.7,27693,226.49400000000003,237.466,210.01,217.348,3950881,309.641556641904,93455144.87448,230250,34121661718.2546,21000000000.0,0.1026,0.24830219,0.0830188317919708,2472.5400390625,9.359999656677246,1254.300048828125
2017-07-22,568,68744407927726.4,20594,216.388,236.99,216.226,232.022,3971475,224.825603323107,93479452.21823,202932,24728177686.2053,20000000000.0,0.076,0.223887022917073,0.0482082850100209,2472.5400390625,9.359999656677246,1254.300048828125
