t,Unnamed: 0,hash_rate_mean,new_addresses,open,high,low,close,total_addresses,total_fees,total_supply,total_transactions,google_trends,transfers_med,sigma,gold,sp500,vix
2016-01-20,19,859534904434186000,269194,376.0172897766199,423.1221724353584,372.2866240908041,419.2252501717509,119861785,46.47964248,15105650.0,208919,0.0267,0.26877982,0.0601757187256277,1107.0999755859375,1859.3299560546875,27.59000015258789
2016-01-21,20,761506855272832000,272176,418.408665446888,422.90111195719874,404.6674860641499,409.2680990241474,120133961,50.3603795,15109075.0,222606,0.0249,0.2949,0.0279773412356759,1099.0999755859375,1868.989990234375,26.690000534057617
2016-01-22,21,984694314388522000,259713,409.1257635968251,411.20372063505073,375.3452536938142,383.2949288145388,120393674,45.16359551,15113475.0,213507,0.0237,0.310004,0.0501950492119513,1097.199951171875,1906.9000244140625,22.34000015258789
2016-01-23,22,1014761337241760000,236432,382.9867120989932,394.9817295795369,382.2347209873462,386.9158595464536,120630106,38.59889347,15117950.0,190221,0.0234,0.3096,0.0223120412432142,1097.199951171875,1906.9000244140625,22.34000015258789
2016-01-24,23,945947173549511000,236103,386.9924405341345,405.7621049760058,386.57913909427856,402.8010750231029,120866209,40.1824236,15122225.0,201254,0.0195,0.41268,0.0235269590223611,1097.199951171875,1906.9000244140625,22.34000015258789
2016-01-25,24,912891658205753000,274372,402.2985080997672,402.2985080997672,386.8366824997908,391.1212623042642,121140581,45.9839664,15126275.0,221988,0.0222,0.28064128,0.0214780771117083,1106.199951171875,1877.0799560546875,24.149999618530273
2016-01-26,25,914833624703637000,287517,391.55810261914814,396.9338973397567,388.9179531924455,391.6668140869515,121428098,47.01650631,15130275.0,230363,0.0222,0.40159236,0.0144249062541477,1121.699951171875,1903.6300048828125,22.5
2016-01-27,26,916498494553636000,279207,391.9994956230519,396.6729304828722,390.897339497621,394.4466804448489,121707305,49.12850373,15134150.0,229522,0.0213,0.39003277,0.0096229245448268,1116.0999755859375,1882.949951171875,23.110000610351562
2016-01-28,27,867851190924672000,293254,394.4891280886557,394.9635355075363,379.1515814776148,379.75057770315664,122000559,47.43453192,15137800.0,224879,0.0219,0.28744,0.0165708408463648,1115.5999755859375,1893.3599853515625,22.420000076293945
2016-01-29,28,997757003470038000,293274,379.5695126818624,383.90832478999306,364.8181255545636,378.6405195412309,122293833,46.98023086,15142025.0,224225,0.0219,0.32,0.0360336975414892,1116.4000244140625,1940.239990234375,20.200000762939453
2016-01-30,29,1109401074379350000,249856,378.2464676359873,381.0654495424431,375.8997924140922,377.3488875787101,122543689,38.97923245,15146700.0,194607,0.0192,0.37504988,0.009537344828738,1116.4000244140625,1940.239990234375,20.200000762939453
2016-01-31,30,1077687020157200000,223724,378.3709272533992,381.7772791848118,365.92052201868745,367.9508595508954,122767413,34.55384553,15151225.0,175864,0.0183,0.3499,0.0244649400324278,1116.4000244140625,1940.239990234375,20.200000762939453
2016-02-01,31,981213401860684000,280629,368.69310616285946,378.1983355938331,366.9058858486648,371.3705231941207,123048042,55.98834185,15155250.0,222237,0.024,0.41636974,0.0209577227961854,1127.9000244140625,1939.3800048828125,19.979999542236328
2016-02-02,32,1027357228868810000,322860,371.5211873321738,374.5546852260905,371.3657419435424,372.9622692614402,123370902,58.64427461,15159750.0,241542,0.021,0.30601176,0.0055466368096827,1127.300048828125,1903.030029296875,21.979999542236328
2016-02-03,33,1048701415772050000,247562,373.02352708312935,373.6635199265637,366.0932636283886,368.53490319794935,123618464,44.727733,15164225.0,191045,0.024,0.26336388,0.0123631341949225,1141.300048828125,1912.530029296875,21.649999618530273
2016-02-04,34,1001962006275770000,248311,368.4926513681117,390.7487591654653,368.4926513681117,388.0950286680333,123866775,38.13751292,15168425.0,200493,0.0228,0.3886628,0.0261124684603135,1157.5999755859375,1915.449951171875,21.84000015258789
2016-02-05,35,1108521762206690000,272569,387.5783969899314,389.1494899148232,383.5259933273911,383.9341258581022,124139344,43.03457951,15173125.0,225300,0.0231,0.35691154,0.0084536798252159,1157.800048828125,1880.050048828125,23.3799991607666
2016-02-06,36,1178806586469770000,265518,384.24445645170135,384.29510452377343,371.19652212477286,375.2273870475876,124404862,40.20959148,15178125.0,223956,0.0222,0.3938974,0.0195828098355127,1157.800048828125,1880.050048828125,23.3799991607666
2016-02-07,37,1204487476988110000,272588,375.3993611015952,379.73779902182406,373.4051598317329,376.4286292236621,124677450,38.93269746,15182525.0,212014,0.0225,0.36776637,0.0117689893578982,1157.800048828125,1880.050048828125,23.3799991607666
2016-02-08,38,1065535669939370000,261544,376.4416379746159,379.0508593584616,370.57802501821305,371.21694243336185,124938994,42.13873335,15186225.0,224607,0.0222,0.48214768,0.0134188529261913,1197.9000244140625,1853.43994140625,26.0
2016-02-09,39,1289104886357850000,276637,371.00253367932,375.78505053119954,370.4847559609786,372.7623707800957,125215631,41.7533383,15190625.0,231064,0.024,0.5480594,0.0096041843880835,1198.699951171875,1852.2099609375,26.540000915527344
2016-02-10,40,1142432368917000000,274343,372.8909209145501,383.0624754576742,372.27312151536586,378.951734213109,125489974,45.10160409,15194725.0,235363,0.0255,0.54344257,0.0175418056050406,1194.699951171875,1851.8599853515625,26.290000915527344
2016-02-11,41,1355544331388010000,279254,379.25209726461486,379.6994374797151,371.6762338315897,378.14838162107424,125769228,44.25502408,15199525.0,220742,0.0273,0.39182591,0.0149925394985194,1247.9000244140625,1829.0799560546875,28.139999389648438
2016-02-12,42,1213913944751630000,266698,378.0491167095266,382.76047465093416,377.7213863300036,382.39209701651856,126035926,39.03763903,15203800.0,202356,0.0246,0.365952,0.0061167678197428,1239.0999755859375,1864.780029296875,25.399999618530273
