t,total_transactions
2021-10-03,1074298
2021-10-04,1077312
2021-10-05,1182786
2021-10-06,1291628
2021-10-07,1291107
2021-10-08,1244333
2021-10-09,1163748
2021-10-10,1102612
2021-10-11,1143473
2021-10-12,1156594
2021-10-13,1143084
2021-10-14,1179468
2021-10-15,1211303
2021-10-16,1151204
2021-10-17,1114392
2021-10-18,1154623
2021-10-19,1198601
2021-10-20,1225265
2021-10-21,1236205
2021-10-22,1213708
2021-10-23,1198057
2021-10-24,1224650
2021-10-25,1250000
2021-10-26,1292037
2021-10-27,1329010
2021-10-28,1467650
2021-10-29,1416874
2021-10-30,1332229
2021-10-31,1261660
2021-11-01,1302283
2021-11-02,1355798
2021-11-03,1376937
2021-11-04,1315186
2021-11-05,1294257
2021-11-06,1213662
2021-11-07,1240231
2021-11-08,1284385
2021-11-09,1275236
2021-11-10,1341166
2021-11-11,1299201
2021-11-12,1303460
2021-11-13,1263141
2021-11-14,1241029
2021-11-15,1245503
2021-11-16,1271174
2021-11-17,1319196
2021-11-18,1245783
2021-11-19,1220185
2021-11-20,1128638
2021-11-21,1223474
2021-11-22,1171177
2021-11-23,1221270
2021-11-24,1305347
2021-11-25,1266720
2021-11-26,1261892
2021-11-27,1163221
2021-11-28,1092775
2021-11-29,1210822
2021-11-30,1246205
2021-12-01,1191394
2021-12-02,1228673
2021-12-03,1184522
2021-12-04,1204279
2021-12-05,1355388
2021-12-06,1217390
2021-12-07,1201033
2021-12-08,1271865
2021-12-09,1223173
2021-12-10,1204855
2021-12-11,1168286
2021-12-12,1154958
2021-12-13,1211222
2021-12-14,1188896
2021-12-15,1227398
2021-12-16,1130920
2021-12-17,1211079
2021-12-18,1120440
2021-12-19,1095879
2021-12-20,1164850
2021-12-21,1174693
2021-12-22,1201550
2021-12-23,1208694
2021-12-24,1258509
2021-12-25,1243552
2021-12-26,1180785
2021-12-27,1220029
2021-12-28,1202600
2021-12-29,1203630
2021-12-30,1223901
2021-12-31,1184815
2022-01-01,1154164
2022-01-02,1121678
2022-01-03,1177804
2022-01-04,1185592
2022-01-05,1216434
2022-01-06,1184099
2022-01-07,1154212
2022-01-08,1146162
2022-01-09,1062346
2022-01-10,1194254
2022-01-11,1234942
2022-01-12,1232179
2022-01-13,1243043
2022-01-14,1180781
2022-01-15,1141720
2022-01-16,1130191
2022-01-17,1149781
2022-01-18,1130109
2022-01-19,1175698
2022-01-20,1155514
2022-01-21,1155413
2022-01-22,1168176
2022-01-23,1050844
2022-01-24,1110524
2022-01-25,1135628
2022-01-26,1109699
2022-01-27,1092799
2022-01-28,1092673
2022-01-29,1086696
2022-01-30,1117918
2022-01-31,1145434
2022-02-01,1136873
2022-02-02,1102591
2022-02-03,1078540
2022-02-04,1139031
2022-02-05,1182851
2022-02-06,1141206
2022-02-07,1127654
2022-02-08,1146874
2022-02-09,1163934
2022-02-10,1156831
2022-02-11,1147646
2022-02-12,1079295
2022-02-13,1086171
2022-02-14,1114104
2022-02-15,1151696
2022-02-16,1156713
2022-02-17,1106697
2022-02-18,1216043
2022-02-19,1107393
2022-02-20,1309058
2022-02-21,1081246
2022-02-22,1091870
2022-02-23,1106430
2022-02-24,935978
2022-02-25,1100175
2022-02-26,1130491
2022-02-27,1096474
2022-02-28,1078168
2022-03-01,1130023
2022-03-02,1157563
2022-03-03,1124196
2022-03-04,1135199
2022-03-05,1044577
2022-03-06,1080513
2022-03-07,1145920
2022-03-08,1164909
2022-03-09,1152945
2022-03-10,1202732
2022-03-11,1085841
2022-03-12,1087849
2022-03-13,1012489
2022-03-14,1072402
2022-03-15,1160269
2022-03-16,1206769
2022-03-17,1131539
2022-03-18,1228057
2022-03-19,1101729
2022-03-20,1088507
2022-03-21,1123893
2022-03-22,1184311
2022-03-23,1136914
2022-03-24,1119495
2022-03-25,1118765
2022-03-26,1084959
2022-03-27,1091212
2022-03-28,1179709
2022-03-29,1167377
2022-03-30,1121111
2022-03-31,1132713
2022-04-01,1126315
2022-04-02,1057605
2022-04-03,1030397
2022-04-04,1067198
2022-04-05,1046857
2022-04-06,1086002
2022-04-07,1074048
2022-04-08,1063561
2022-04-09,1050364
2022-04-10,1055377
2022-04-11,1079421
2022-04-12,1072147
2022-04-13,1023415
2022-04-14,1070969
2022-04-15,1077991
2022-04-16,1026378
2022-04-17,999714
2022-04-18,1070193
2022-04-19,1176731
2022-04-20,1192698
2022-04-21,1080721
2022-04-22,1092623
2022-04-23,1020906
2022-04-24,1039176
2022-04-25,1112852
2022-04-26,1096841
2022-04-27,1116989
2022-04-28,1118763
2022-04-29,1132049
2022-04-30,1183274
2022-05-01,1103105
2022-05-02,1079755
2022-05-03,1040852
2022-05-04,1066979
2022-05-05,1141345
2022-05-06,1082318
2022-05-07,1027653
2022-05-08,1065185
2022-05-09,1129237
2022-05-10,1174260
2022-05-11,1175079
2022-05-12,1294525
2022-05-13,1312970
2022-05-14,1103032
2022-05-15,1059491
2022-05-16,1095650
2022-05-17,1091752
2022-05-18,1147037
2022-05-19,1060676
2022-05-20,1078717
2022-05-21,1039195
2022-05-22,1010157
2022-05-23,1044279
2022-05-24,1048653
2022-05-25,1043525
2022-05-26,1020747
2022-05-27,1048726
2022-05-28,1026536
2022-05-29,1003210
2022-05-30,1013859
2022-05-31,1087416
2022-06-01,1038540
2022-06-02,1026492
2022-06-03,1009744
2022-06-04,953262
2022-06-05,950335
2022-06-06,992799
2022-06-07,1000427
2022-06-08,974365
2022-06-09,962291
2022-06-10,1041812
2022-06-11,996076
2022-06-12,983120
2022-06-13,1074831
2022-06-14,1052629
2022-06-15,1060377
2022-06-16,1066653
2022-06-17,1064034
2022-06-18,1021762
2022-06-19,984022
2022-06-20,1007312
2022-06-21,967619
2022-06-22,959031
2022-06-23,927586
2022-06-24,970635
2022-06-25,898618
2022-06-26,872310
2022-06-27,951611
2022-06-28,934387
2022-06-29,955546
2022-06-30,1004306
2022-07-01,1143885
2022-07-02,1146133
2022-07-03,1106691
2022-07-04,1108659
2022-07-05,1131559
2022-07-06,1111231
2022-07-07,1140620
2022-07-08,1141232
2022-07-09,1104298
2022-07-10,1103955
2022-07-11,1080079
2022-07-12,1084427
2022-07-13,1120890
2022-07-14,1144309
2022-07-15,1168554
2022-07-16,1202399
2022-07-17,1190739
2022-07-18,1161613
2022-07-19,1129495
2022-07-20,1151667
2022-07-21,1165212
2022-07-22,1163784
2022-07-23,1102127
2022-07-24,1090337
2022-07-25,1234425
2022-07-26,1640575
2022-07-27,1161419
2022-07-28,1122646
2022-07-29,1159474
2022-07-30,1140959
2022-07-31,1116881
2022-08-01,1295540
2022-08-02,1151218
2022-08-03,1211775
2022-08-04,1425680
2022-08-05,1165688
2022-08-06,1111359
2022-08-07,1125091
2022-08-08,1120736
2022-08-09,1078487
2022-08-10,1104412
2022-08-11,1053189
2022-08-12,1087380
2022-08-13,1067417
2022-08-14,1062972
2022-08-15,1041000
2022-08-16,1051097
2022-08-17,1062652
2022-08-18,1080699
2022-08-19,1049826
2022-08-20,1025247
2022-08-21,1030375
2022-08-22,1014218
2022-08-23,1037249
2022-08-24,1004147
2022-08-25,1032753
2022-08-26,1022535
2022-08-27,1015406
2022-08-28,987149
2022-08-29,1032118
2022-08-30,1006385
2022-08-31,988183
2022-09-01,1046912
