"t","V1"
"2021-11-16",0.3008
"2021-11-17",0.2688
"2021-11-18",0.2816
"2021-11-19",0.2848
"2021-11-20",0.2336
"2021-11-21",0.2016
"2021-11-22",0.2464
"2021-11-23",0.2688
"2021-11-24",0.2592
"2021-11-25",0.224
"2021-11-26",0.288
"2021-11-27",0.2304
"2021-11-28",0.224
"2021-11-29",0.24
"2021-11-30",0.2432
"2021-12-01",0.153
"2021-12-02",0.1462
"2021-12-03",0.1462
"2021-12-04",0.34
"2021-12-05",0.238
"2021-12-06",0.238
"2021-12-07",0.1938
"2021-12-08",0.1768
"2021-12-09",0.1734
"2021-12-10",0.1666
"2021-12-11",0.153
"2021-12-12",0.1496
"2021-12-13",0.1836
"2021-12-14",0.187
"2021-12-15",0.17
"2021-12-16",0.1564
"2021-12-17",0.153
"2021-12-18",0.1428
"2021-12-19",0.1326
"2021-12-20",0.1496
"2021-12-21",0.153
"2021-12-22",0.1462
"2021-12-23",0.1496
"2021-12-24",0.1564
"2021-12-25",0.1394
"2021-12-26",0.1428
"2021-12-27",0.1428
"2021-12-28",0.153
"2021-12-29",0.1564
"2021-12-30",0.1462
"2021-12-31",0.136
"2022-01-01",0.1505
"2022-01-02",0.1505
"2022-01-03",0.1591
"2022-01-04",0.1763
"2022-01-05",0.1419
"2022-01-06",0.2193
"2022-01-07",0.2623
"2022-01-08",0.2279
"2022-01-09",0.1978
"2022-01-10",0.2193
"2022-01-11",0.1978
"2022-01-12",0.1892
"2022-01-13",0.1376
"2022-01-14",0.1376
"2022-01-15",0.1505
"2022-01-16",0.129
"2022-01-17",0.1333
"2022-01-18",0.1505
"2022-01-19",0.1419
"2022-01-20",0.1462
"2022-01-21",0.3096
"2022-01-22",0.43
"2022-01-23",0.2924
"2022-01-24",0.3096
"2022-01-25",0.2451
"2022-01-26",0.2408
"2022-01-27",0.2193
"2022-01-28",0.215
"2022-01-29",0.1892
"2022-01-30",0.1806
"2022-01-31",0.1935
"2022-02-01",0.21
"2022-02-02",0.196
"2022-02-03",0.196
"2022-02-04",0.224
"2022-02-05",0.2065
"2022-02-06",0.1785
"2022-02-07",0.2275
"2022-02-08",0.203
"2022-02-09",0.1995
"2022-02-10",0.161
"2022-02-11",0.1855
"2022-02-12",0.1645
"2022-02-13",0.1505
"2022-02-14",0.168
"2022-02-15",0.175
"2022-02-16",0.1575
"2022-02-17",0.161
"2022-02-18",0.175
"2022-02-19",0.154
"2022-02-20",0.1785
"2022-02-21",0.189
"2022-02-22",0.217
"2022-02-23",0.1715
"2022-02-24",0.35
"2022-02-25",0.252
"2022-02-26",0.175
"2022-02-27",0.182
"2022-02-28",0.217
"2022-03-01",0.3
"2022-03-02",0.258
"2022-03-03",0.231
"2022-03-04",0.234
"2022-03-05",0.198
"2022-03-06",0.183
"2022-03-07",0.228
"2022-03-08",0.204
"2022-03-09",0.228
"2022-03-10",0.21
"2022-03-11",0.207
"2022-03-12",0.174
"2022-03-13",0.168
"2022-03-14",0.192
"2022-03-15",0.183
"2022-03-16",0.195
"2022-03-17",0.186
"2022-03-18",0.186
"2022-03-19",0.159
"2022-03-20",0.156
"2022-03-21",0.159
"2022-03-22",0.186
"2022-03-23",0.171
"2022-03-24",0.192
"2022-03-25",0.195
"2022-03-26",0.168
"2022-03-27",0.18
"2022-03-28",0.219
"2022-03-29",0.198
"2022-03-30",0.192
"2022-03-31",0.18
"2022-04-01",0.2208
"2022-04-02",0.1863
"2022-04-03",0.1955
"2022-04-04",0.1955
"2022-04-05",0.1886
"2022-04-06",0.2162
"2022-04-07",0.2231
"2022-04-08",0.2001
"2022-04-09",0.1794
"2022-04-10",0.1633
"2022-04-11",0.23
"2022-04-12",0.2093
"2022-04-13",0.1932
"2022-04-14",0.1886
"2022-04-15",0.1817
"2022-04-16",0.1633
"2022-04-17",0.1564
"2022-04-18",0.1955
"2022-04-19",0.1863
"2022-04-20",0.1702
"2022-04-21",0.1771
"2022-04-22",0.1794
"2022-04-23",0.1564
"2022-04-24",0.1541
"2022-04-25",0.1909
"2022-04-26",0.2001
"2022-04-27",0.1794
"2022-04-28",0.1771
"2022-04-29",0.1771
"2022-04-30",0.1587
"2022-05-01",0.098
"2022-05-02",0.1015
"2022-05-03",0.0945
"2022-05-04",0.0945
"2022-05-05",0.1155
"2022-05-06",0.126
"2022-05-07",0.098
"2022-05-08",0.1225
"2022-05-09",0.2275
"2022-05-10",0.217
"2022-05-11",0.245
"2022-05-12",0.35
"2022-05-13",0.273
"2022-05-14",0.196
"2022-05-15",0.1715
"2022-05-16",0.175
"2022-05-17",0.161
"2022-05-18",0.161
"2022-05-19",0.154
"2022-05-20",0.14
"2022-05-21",0.1225
"2022-05-22",0.119
"2022-05-23",0.1365
"2022-05-24",0.133
"2022-05-25",0.1155
"2022-05-26",0.1225
"2022-05-27",0.1295
"2022-05-28",0.112
"2022-05-29",0.098
"2022-05-30",0.126
"2022-05-31",0.1225
"2022-06-01",0.1271
"2022-06-02",0.1271
"2022-06-03",0.1189
"2022-06-04",0.1066
"2022-06-05",0.1025
"2022-06-06",0.1271
"2022-06-07",0.1353
"2022-06-08",0.123
"2022-06-09",0.1148
"2022-06-10",0.1189
"2022-06-11",0.1148
"2022-06-12",0.1476
"2022-06-13",0.41
"2022-06-14",0.3813
"2022-06-15",0.369
"2022-06-16",0.3034
"2022-06-17",0.2665
"2022-06-18",0.4018
"2022-06-19",0.3772
"2022-06-20",0.2952
"2022-06-21",0.2583
"2022-06-22",0.2378
"2022-06-23",0.2009
"2022-06-24",0.1927
"2022-06-25",0.1599
"2022-06-26",0.1599
"2022-06-27",0.1804
"2022-06-28",0.1722
"2022-06-29",0.1804
"2022-06-30",0.205
"2022-07-01",0.29
"2022-07-02",0.2349
"2022-07-03",0.2262
"2022-07-04",0.2349
"2022-07-05",0.2494
"2022-07-06",0.2349
"2022-07-07",0.2291
"2022-07-08",0.2349
"2022-07-09",0.1827
"2022-07-10",0.1827
"2022-07-11",0.2175
"2022-07-12",0.2175
"2022-07-13",0.2146
"2022-07-14",0.2146
"2022-07-15",0.1885
"2022-07-16",0.1827
"2022-07-17",0.174
"2022-07-18",0.2262
"2022-07-19",0.2117
"2022-07-20",0.2407
"2022-07-21",0.2523
"2022-07-22",0.203
"2022-07-23",0.1711
"2022-07-24",0.1624
"2022-07-25",0.1856
"2022-07-26",0.1914
"2022-07-27",0.1827
"2022-07-28",0.1943
"2022-07-29",0.1856
"2022-07-30",0.1624
"2022-07-31",0.1827
"2022-08-01",0.209
"2022-08-02",0.2024
"2022-08-03",0.1892
"2022-08-04",0.1848
"2022-08-05",0.1804
"2022-08-06",0.1562
"2022-08-07",0.1584
"2022-08-08",0.1958
"2022-08-09",0.176
"2022-08-10",0.198
"2022-08-11",0.1936
"2022-08-12",0.187
"2022-08-13",0.165
"2022-08-14",0.1672
"2022-08-15",0.1826
"2022-08-16",0.1716
"2022-08-17",0.1716
"2022-08-18",0.1606
"2022-08-19",0.22
"2022-08-20",0.1804
"2022-08-21",0.165
"2022-08-22",0.1848
"2022-08-23",0.1716
"2022-08-24",0.1606
"2022-08-25",0.1606
"2022-08-26",0.1694
"2022-08-27",0.176
"2022-08-28",0.1694
"2022-08-29",0.2002
"2022-08-30",0.1826
"2022-08-31",0.1716
