t,total_transactions
2019-10-28,309477
2019-10-29,307820
2019-10-30,314029
2019-10-31,293647
2019-11-01,316057
2019-11-02,284309
2019-11-03,294229
2019-11-04,310847
2019-11-05,332695
2019-11-06,314566
2019-11-07,324352
2019-11-08,311313
2019-11-09,306019
2019-11-10,299546
2019-11-11,326556
2019-11-12,301247
2019-11-13,318810
2019-11-14,349854
2019-11-15,324987
2019-11-16,283320
2019-11-17,264216
2019-11-18,304531
2019-11-19,327483
2019-11-20,320944
2019-11-21,323817
2019-11-22,310407
2019-11-23,306251
2019-11-24,267237
2019-11-25,279345
2019-11-26,321188
2019-11-27,317458
2019-11-28,309460
2019-11-29,311154
2019-11-30,277332
2019-12-01,274482
2019-12-02,314585
2019-12-03,336354
2019-12-04,337117
2019-12-05,311323
2019-12-06,315241
2019-12-07,285129
2019-12-08,278705
2019-12-09,313481
2019-12-10,319916
2019-12-11,291116
2019-12-12,311662
2019-12-13,322736
2019-12-14,293345
2019-12-15,263317
2019-12-16,326928
2019-12-17,319113
2019-12-18,314115
2019-12-19,319398
2019-12-20,332501
2019-12-21,310942
2019-12-22,280901
2019-12-23,304702
2019-12-24,290311
2019-12-25,244538
2019-12-26,295896
2019-12-27,322059
2019-12-28,298138
2019-12-29,279770
2019-12-30,324331
2019-12-31,293302
2020-01-01,251561
2020-01-02,295426
2020-01-03,316348
2020-01-04,287047
2020-01-05,287616
2020-01-06,299011
2020-01-07,343903
2020-01-08,317877
2020-01-09,321900
2020-01-10,330585
2020-01-11,308907
2020-01-12,282985
2020-01-13,291454
2020-01-14,346808
2020-01-15,332507
2020-01-16,325788
2020-01-17,323833
2020-01-18,287105
2020-01-19,283810
2020-01-20,313509
2020-01-21,315057
2020-01-22,328430
2020-01-23,329759
2020-01-24,313735
2020-01-25,285420
2020-01-26,261104
2020-01-27,279111
2020-01-28,339910
2020-01-29,340402
2020-01-30,332402
2020-01-31,334290
2020-02-01,303573
2020-02-02,290736
2020-02-03,330864
2020-02-04,309058
2020-02-05,368445
2020-02-06,315235
2020-02-07,334799
2020-02-08,318224
2020-02-09,316917
2020-02-10,297982
2020-02-11,365435
2020-02-12,344473
2020-02-13,339940
2020-02-14,325943
2020-02-15,322579
2020-02-16,292094
2020-02-17,341334
2020-02-18,330900
2020-02-19,334664
2020-02-20,316500
2020-02-21,338330
2020-02-22,304449
2020-02-23,285437
2020-02-24,328749
2020-02-25,334449
2020-02-26,329831
2020-02-27,338634
2020-02-28,368432
2020-02-29,307388
2020-03-01,309672
2020-03-02,342672
2020-03-03,342171
2020-03-04,358578
2020-03-05,349366
2020-03-06,338228
2020-03-07,313155
2020-03-08,302536
2020-03-09,348061
2020-03-10,329566
2020-03-11,287373
2020-03-12,349827
2020-03-13,276673
2020-03-14,279700
2020-03-15,223111
2020-03-16,270280
2020-03-17,278203
2020-03-18,231154
2020-03-19,265582
2020-03-20,284485
2020-03-21,245772
2020-03-22,209027
2020-03-23,259704
2020-03-24,277999
2020-03-25,218084
2020-03-26,292668
2020-03-27,276391
2020-03-28,240492
2020-03-29,232669
2020-03-30,276681
2020-03-31,290068
2020-04-01,281702
2020-04-02,299023
2020-04-03,278631
2020-04-04,253117
2020-04-05,240084
2020-04-06,280342
2020-04-07,312602
2020-04-08,286419
2020-04-09,286552
2020-04-10,288422
2020-04-11,247693
2020-04-12,228376
2020-04-13,287942
2020-04-14,299223
2020-04-15,310084
2020-04-16,322749
2020-04-17,284095
2020-04-18,288976
2020-04-19,251832
2020-04-20,310649
2020-04-21,310702
2020-04-22,278624
2020-04-23,328903
2020-04-24,319911
2020-04-25,280669
2020-04-26,252696
2020-04-27,311076
2020-04-28,323321
2020-04-29,331256
2020-04-30,321837
2020-05-01,340433
2020-05-02,286625
2020-05-03,281584
2020-05-04,325940
2020-05-05,328917
2020-05-06,333241
2020-05-07,341839
2020-05-08,323488
2020-05-09,312263
2020-05-10,286619
2020-05-11,305682
2020-05-12,345069
2020-05-13,296677
2020-05-14,268636
2020-05-15,310517
2020-05-16,296429
2020-05-17,236706
2020-05-18,273595
2020-05-19,274782
2020-05-20,279922
2020-05-21,298352
2020-05-22,278673
2020-05-23,269111
2020-05-24,214414
2020-05-25,265750
2020-05-26,295658
2020-05-27,292789
2020-05-28,299779
2020-05-29,280833
2020-05-30,285890
2020-05-31,258277
2020-06-01,308178
2020-06-02,303985
2020-06-03,313861
2020-06-04,318134
2020-06-05,326903
2020-06-06,284677
2020-06-07,252209
2020-06-08,317113
2020-06-09,326914
2020-06-10,324999
2020-06-11,332305
2020-06-12,318111
2020-06-13,280023
2020-06-14,275553
2020-06-15,294330
2020-06-16,340367
2020-06-17,333409
2020-06-18,280480
2020-06-19,347293
2020-06-20,283986
2020-06-21,259294
2020-06-22,301253
2020-06-23,355098
2020-06-24,312182
2020-06-25,312042
2020-06-26,330217
2020-06-27,275351
2020-06-28,264759
2020-06-29,315279
2020-06-30,299586
2020-07-01,382408
2020-07-02,339305
2020-07-03,330846
2020-07-04,288490
2020-07-05,273941
2020-07-06,338613
2020-07-07,345814
2020-07-08,347304
2020-07-09,362554
2020-07-10,345835
2020-07-11,306615
2020-07-12,282212
2020-07-13,310080
2020-07-14,359703
2020-07-15,315926
2020-07-16,345713
2020-07-17,293789
2020-07-18,310892
2020-07-19,276962
2020-07-20,309606
2020-07-21,312746
2020-07-22,364648
2020-07-23,336109
2020-07-24,369271
2020-07-25,293741
2020-07-26,298422
2020-07-27,326620
2020-07-28,354597
2020-07-29,346373
2020-07-30,327654
2020-07-31,356753
2020-08-01,296568
2020-08-02,287728
2020-08-03,333591
2020-08-04,328887
2020-08-05,291685
2020-08-06,356456
2020-08-07,326347
2020-08-08,283489
2020-08-09,268246
2020-08-10,308230
2020-08-11,349798
2020-08-12,346248
2020-08-13,325199
2020-08-14,365512
2020-08-15,313604
2020-08-16,284917
2020-08-17,292819
2020-08-18,345896
2020-08-19,336838
2020-08-20,333537
2020-08-21,314142
2020-08-22,311563
2020-08-23,288571
2020-08-24,328984
2020-08-25,304281
2020-08-26,324042
2020-08-27,328028
2020-08-28,352559
2020-08-29,292637
2020-08-30,268987
2020-08-31,302770
2020-09-01,376354
2020-09-02,317305
2020-09-03,310793
2020-09-04,298151
2020-09-05,325382
2020-09-06,262670
2020-09-07,327487
2020-09-08,332513
2020-09-09,314715
2020-09-10,345823
2020-09-11,308185
2020-09-12,299982
2020-09-13,254948
2020-09-14,353844
2020-09-15,332801
2020-09-16,342454
2020-09-17,348403
2020-09-18,324992
2020-09-19,296208
2020-09-20,258953
2020-09-21,297460
2020-09-22,312860
2020-09-23,349796
2020-09-24,316415
2020-09-25,352901
2020-09-26,276012
2020-09-27,259230
2020-09-28,295347
2020-09-29,347555
2020-09-30,351261
2020-10-01,304633
2020-10-02,315307
2020-10-03,310704
2020-10-04,267861
2020-10-05,294846
2020-10-06,317792
2020-10-07,370403
2020-10-08,330065
2020-10-09,339201
2020-10-10,298343
2020-10-11,255956
2020-10-12,314025
2020-10-13,333049
2020-10-14,314392
2020-10-15,340842
2020-10-16,324492
2020-10-17,274912
2020-10-18,231437
2020-10-19,303804
2020-10-20,330419
2020-10-21,311162
2020-10-22,338950
2020-10-23,323738
2020-10-24,306622
2020-10-25,242156
2020-10-26,252384
2020-10-27,251839
2020-10-28,261240
2020-10-29,275962
2020-10-30,268253
2020-10-31,275683
2020-11-01,276155
2020-11-02,224514
2020-11-03,331533
2020-11-04,320538
2020-11-05,318521
2020-11-06,340198
2020-11-07,270755
2020-11-08,242909
2020-11-09,326198
2020-11-10,303123
2020-11-11,322130
2020-11-12,324695
2020-11-13,299901
2020-11-14,273369
2020-11-15,252565
2020-11-16,311317
2020-11-17,347615
2020-11-18,361838
2020-11-19,310924
2020-11-20,347858
2020-11-21,311020
2020-11-22,270951
2020-11-23,297693
2020-11-24,333157
2020-11-25,361835
2020-11-26,323825
2020-11-27,322291
2020-11-28,293795
2020-11-29,263423
2020-11-30,256438
2020-12-01,377916
2020-12-02,326888
2020-12-03,346764
2020-12-04,318750
2020-12-05,282455
2020-12-06,258488
2020-12-07,300756
2020-12-08,330826
2020-12-09,320940
2020-12-10,313519
2020-12-11,304597
2020-12-12,295278
2020-12-13,276004
2020-12-14,314205
2020-12-15,320300
2020-12-16,315074
2020-12-17,309352
2020-12-18,375392
2020-12-19,343378
2020-12-20,281892
2020-12-21,269698
2020-12-22,324020
2020-12-23,338309
2020-12-24,269433
2020-12-25,303757
2020-12-26,273817
2020-12-27,308857
2020-12-28,308823
2020-12-29,336159
2020-12-30,338086
2020-12-31,344752
2021-01-01,257931
2021-01-02,296960
2021-01-03,358958
2021-01-04,373561
2021-01-05,353934
2021-01-06,397207
2021-01-07,401576
2021-01-08,358378
2021-01-09,321250
2021-01-10,331706
2021-01-11,333804
2021-01-12,336479
2021-01-13,319015
2021-01-14,338662
2021-01-15,343847
2021-01-16,308314
2021-01-17,271741
2021-01-18,313671
2021-01-19,324934
2021-01-20,314668
2021-01-21,290625
2021-01-22,323727
2021-01-23,308120
2021-01-24,253832
2021-01-25,308962
2021-01-26,336774
2021-01-27,323411
2021-01-28,325001
2021-01-29,340884
2021-01-30,312177
2021-01-31,290609
2021-02-01,277460
2021-02-02,367682
2021-02-03,344275
2021-02-04,367628
2021-02-05,360372
2021-02-06,333727
2021-02-07,286208
2021-02-08,335061
2021-02-09,359994
2021-02-10,340615
2021-02-11,304610
2021-02-12,343164
2021-02-13,336467
2021-02-14,295280
2021-02-15,311170
2021-02-16,296267
2021-02-17,317528
2021-02-18,316815
2021-02-19,341433
2021-02-20,320329
2021-02-21,271504
2021-02-22,285250
2021-02-23,287757
2021-02-24,357933
2021-02-25,325960
2021-02-26,306277
2021-02-27,320627
2021-02-28,254185
2021-03-01,280355
2021-03-02,338007
2021-03-03,333250
2021-03-04,289503
2021-03-05,317631
2021-03-06,287811
2021-03-07,260593
2021-03-08,291800
2021-03-09,299542
2021-03-10,344539
2021-03-11,291113
2021-03-12,320594
2021-03-13,276929
2021-03-14,307893
2021-03-15,292083
2021-03-16,319344
2021-03-17,295983
2021-03-18,331566
2021-03-19,316032
2021-03-20,286794
2021-03-21,234780
2021-03-22,297259
2021-03-23,314073
2021-03-24,304941
2021-03-25,318408
2021-03-26,293474
2021-03-27,288100
2021-03-28,248446
2021-03-29,303154
2021-03-30,320944
2021-03-31,332592
2021-04-01,311794
2021-04-02,305648
2021-04-03,281586
2021-04-04,245861
2021-04-05,288890
2021-04-06,309421
2021-04-07,321162
2021-04-08,278400
2021-04-09,324568
2021-04-10,298929
2021-04-11,253304
2021-04-12,291225
2021-04-13,310071
2021-04-14,297359
2021-04-15,359268
2021-04-16,219601
2021-04-17,194489
2021-04-18,274611
2021-04-19,208316
2021-04-20,279849
2021-04-21,225920
2021-04-22,274467
2021-04-23,295596
2021-04-24,290545
2021-04-25,240900
2021-04-26,240573
2021-04-27,297967
2021-04-28,276984
2021-04-29,259343
2021-04-30,289244
2021-05-01,262852
2021-05-02,235029
2021-05-03,286830
2021-05-04,300643
2021-05-05,309617
2021-05-06,311210
2021-05-07,307816
2021-05-08,274520
2021-05-09,247680
2021-05-10,303117
2021-05-11,311943
2021-05-12,300280
2021-05-13,276311
2021-05-14,265921
2021-05-15,231976
2021-05-16,219303
2021-05-17,250789
2021-05-18,220918
2021-05-19,263294
2021-05-20,227927
2021-05-21,226241
2021-05-22,223684
2021-05-23,194201
2021-05-24,234629
2021-05-25,233521
2021-05-26,230631
2021-05-27,213918
2021-05-28,218192
2021-05-29,198216
2021-05-30,179651
2021-05-31,226328
2021-06-01,234419
2021-06-02,250423
2021-06-03,255474
2021-06-04,236541
2021-06-05,194449
2021-06-06,185155
2021-06-07,235346
2021-06-08,246757
2021-06-09,210785
2021-06-10,252865
2021-06-11,216397
2021-06-12,222642
2021-06-13,186966
2021-06-14,242281
2021-06-15,241730
2021-06-16,252814
2021-06-17,237595
2021-06-18,222794
2021-06-19,186939
2021-06-20,167144
2021-06-21,204945
2021-06-22,196432
2021-06-23,232603
2021-06-24,233173
2021-06-25,218135
2021-06-26,181539
2021-06-27,121480
2021-06-28,220912
2021-06-29,205526
2021-06-30,215216
2021-07-01,233587
2021-07-02,188478
2021-07-03,237336
2021-07-04,171735
2021-07-05,223628
2021-07-06,228137
2021-07-07,221104
2021-07-08,230580
2021-07-09,227380
2021-07-10,187102
2021-07-11,166019
2021-07-12,220143
2021-07-13,229780
2021-07-14,236047
2021-07-15,226106
2021-07-16,223316
2021-07-17,181904
2021-07-18,160978
2021-07-19,226633
2021-07-20,230387
2021-07-21,235535
2021-07-22,230129
2021-07-23,230995
2021-07-24,197937
2021-07-25,174382
2021-07-26,261800
2021-07-27,255051
2021-07-28,251066
2021-07-29,262452
2021-07-30,255251
2021-07-31,207190
2021-08-01,185003
2021-08-02,239134
2021-08-03,246029
2021-08-04,239460
2021-08-05,246015
2021-08-06,260651
2021-08-07,212062
2021-08-08,191465
2021-08-09,252508
2021-08-10,260803
2021-08-11,262290
2021-08-12,250810
2021-08-13,260482
2021-08-14,208910
2021-08-15,186057
2021-08-16,263368
2021-08-17,257594
2021-08-18,247198
2021-08-19,253293
2021-08-20,271677
2021-08-21,219237
2021-08-22,190467
2021-08-23,270539
2021-08-24,263830
2021-08-25,262849
2021-08-26,258444
2021-08-27,256667
2021-08-28,218127
2021-08-29,191494
2021-08-30,250820
2021-08-31,271019
2021-09-01,280728
2021-09-02,289751
2021-09-03,283843
2021-09-04,227577
2021-09-05,204902
2021-09-06,268705
2021-09-07,276471
2021-09-08,270341
2021-09-09,274247
2021-09-10,261235
2021-09-11,218297
2021-09-12,192544
2021-09-13,255811
2021-09-14,267959
2021-09-15,268815
2021-09-16,271087
2021-09-17,270893
2021-09-18,227506
2021-09-19,200356
2021-09-20,270069
2021-09-21,244445
2021-09-22,275101
2021-09-23,268524
2021-09-24,277417
2021-09-25,212431
2021-09-26,195421
2021-09-27,255718
2021-09-28,262140
2021-09-29,241861
2021-09-30,292903
2021-10-01,276902
2021-10-02,259773
2021-10-03,217962
2021-10-04,268799
2021-10-05,312374
2021-10-06,267618
2021-10-07,325734
2021-10-08,279908
2021-10-09,246039
2021-10-10,211347
2021-10-11,280038
2021-10-12,274021
2021-10-13,288747
2021-10-14,282246
2021-10-15,297605
2021-10-16,269919
2021-10-17,215723
2021-10-18,285220
2021-10-19,311863
2021-10-20,291664
2021-10-21,320595
2021-10-22,287392
2021-10-23,223796
2021-10-24,211067
2021-10-25,284498
2021-10-26,293879
2021-10-27,291957
2021-10-28,295405
2021-10-29,305562
2021-10-30,251906
2021-10-31,217296
2021-11-01,293134
2021-11-02,297244
2021-11-03,288585
2021-11-04,288998
2021-11-05,285791
2021-11-06,236079
2021-11-07,225975
2021-11-08,285671
2021-11-09,335259
2021-11-10,300876
2021-11-11,293507
2021-11-12,281907
2021-11-13,238481
2021-11-14,223859
2021-11-15,288284
2021-11-16,300953
2021-11-17,290241
2021-11-18,293723
2021-11-19,284582
2021-11-20,249507
2021-11-21,222817
2021-11-22,279024
2021-11-23,283269
2021-11-24,298752
2021-11-25,287366
2021-11-26,292513
2021-11-27,240616
2021-11-28,213629
2021-11-29,301154
2021-11-30,293742
2021-12-01,288285
2021-12-02,313106
2021-12-03,289971
2021-12-04,253519
2021-12-05,215047
2021-12-06,284295
2021-12-07,288189
2021-12-08,265942
2021-12-09,282612
2021-12-10,271219
2021-12-11,225582
2021-12-12,214668
2021-12-13,278070
2021-12-14,278127
2021-12-15,280962
2021-12-16,256091
2021-12-17,263346
2021-12-18,239042
2021-12-19,206570
2021-12-20,266803
2021-12-21,304552
2021-12-22,288347
2021-12-23,291647
2021-12-24,260414
2021-12-25,207656
2021-12-26,198440
2021-12-27,249400
2021-12-28,265288
2021-12-29,275938
2021-12-30,244902
2021-12-31,269391
2022-01-01,186662
2022-01-02,196707
2022-01-03,234653
2022-01-04,274397
2022-01-05,272005
2022-01-06,264753
2022-01-07,255241
2022-01-08,223776
2022-01-09,210002
2022-01-10,266601
2022-01-11,277540
2022-01-12,271794
2022-01-13,274336
2022-01-14,270723
2022-01-15,234207
2022-01-16,215976
2022-01-17,257980
2022-01-18,264921
2022-01-19,270161
2022-01-20,271096
2022-01-21,272214
2022-01-22,250160
2022-01-23,203845
2022-01-24,270562
2022-01-25,264976
2022-01-26,260940
2022-01-27,255794
2022-01-28,264455
2022-01-29,230889
2022-01-30,207027
2022-01-31,263267
2022-02-01,272830
2022-02-02,278832
2022-02-03,265197
2022-02-04,247816
2022-02-05,258527
2022-02-06,219040
2022-02-07,261898
2022-02-08,276696
2022-02-09,265664
2022-02-10,260666
2022-02-11,258453
2022-02-12,228002
2022-02-13,208819
2022-02-14,247439
2022-02-15,273448
2022-02-16,266632
2022-02-17,255416
2022-02-18,260921
2022-02-19,220524
2022-02-20,200391
2022-02-21,237279
2022-02-22,260113
2022-02-23,251125
2022-02-24,254007
2022-02-25,260206
2022-02-26,220298
2022-02-27,211028
2022-02-28,270764
2022-03-01,280472
2022-03-02,288521
2022-03-03,268096
2022-03-04,261962
2022-03-05,225198
2022-03-06,206985
2022-03-07,255293
2022-03-08,255623
2022-03-09,272667
2022-03-10,261408
2022-03-11,252245
2022-03-12,224992
2022-03-13,207941
2022-03-14,259439
2022-03-15,263039
2022-03-16,276235
2022-03-17,278641
2022-03-18,261175
2022-03-19,242269
2022-03-20,210393
2022-03-21,259759
2022-03-22,264420
2022-03-23,264037
2022-03-24,262844
2022-03-25,290563
2022-03-26,230870
2022-03-27,218071
2022-03-28,293145
2022-03-29,286789
2022-03-30,272729
2022-03-31,279072
2022-04-01,283964
2022-04-02,254307
2022-04-03,225425
2022-04-04,274948
2022-04-05,273285
2022-04-06,273490
2022-04-07,269266
2022-04-08,266671
2022-04-09,232639
2022-04-10,216306
2022-04-11,276486
2022-04-12,278686
2022-04-13,276828
2022-04-14,265399
2022-04-15,216079
2022-04-16,225352
2022-04-17,207159
2022-04-18,246287
2022-04-19,273044
2022-04-20,285495
2022-04-21,282269
2022-04-22,260795
2022-04-23,234815
2022-04-24,221821
2022-04-25,277255
2022-04-26,273157
2022-04-27,286935
2022-04-28,275633
2022-04-29,286413
2022-04-30,261480
2022-05-01,232155
2022-05-02,272046
2022-05-03,277745
2022-05-04,232899
2022-05-05,315602
2022-05-06,286745
2022-05-07,231480
2022-05-08,233737
2022-05-09,279356
2022-05-10,279505
2022-05-11,262538
2022-05-12,274069
2022-05-13,269728
2022-05-14,290084
2022-05-15,235311
2022-05-16,271970
2022-05-17,278349
2022-05-18,262773
2022-05-19,262357
2022-05-20,266906
2022-05-21,225090
2022-05-22,208925
2022-05-23,264946
2022-05-24,235746
2022-05-25,288698
2022-05-26,262226
2022-05-27,270315
2022-05-28,226646
2022-05-29,207710
2022-05-30,271665
2022-05-31,276127
2022-06-01,272029
2022-06-02,264776
2022-06-03,267374
2022-06-04,218490
2022-06-05,201195
2022-06-06,268771
2022-06-07,263479
2022-06-08,261419
2022-06-09,261959
2022-06-10,261709
2022-06-11,229848
2022-06-12,215346
2022-06-13,272370
2022-06-14,283085
2022-06-15,296147
2022-06-16,251134
2022-06-17,251466
2022-06-18,247734
2022-06-19,199644
2022-06-20,236504
2022-06-21,254288
2022-06-22,255343
2022-06-23,255061
2022-06-24,254219
2022-06-25,217866
2022-06-26,206617
2022-06-27,258747
2022-06-28,247934
2022-06-29,264928
2022-06-30,271042
2022-07-01,271740
2022-07-02,234958
2022-07-03,206178
2022-07-04,240242
2022-07-05,245711
2022-07-06,266991
2022-07-07,281278
2022-07-08,268183
2022-07-09,220574
2022-07-10,199216
2022-07-11,229359
2022-07-12,275227
2022-07-13,222547
2022-07-14,286770
2022-07-15,269127
2022-07-16,226490
2022-07-17,202033
2022-07-18,247764
2022-07-19,279812
2022-07-20,260069
2022-07-21,273837
2022-07-22,263144
2022-07-23,223590
2022-07-24,199762
2022-07-25,253275
2022-07-26,264701
2022-07-27,255765
2022-07-28,287113
2022-07-29,281462
2022-07-30,232567
2022-07-31,208890
2022-08-01,249474
2022-08-02,266813
2022-08-03,281892
2022-08-04,279575
2022-08-05,268313
2022-08-06,237516
2022-08-07,196002
2022-08-08,256438
2022-08-09,256090
2022-08-10,264418
2022-08-11,287216
2022-08-12,273507
2022-08-13,233169
2022-08-14,205217
2022-08-15,241789
2022-08-16,273748
2022-08-17,255998
2022-08-18,291777
2022-08-19,279732
2022-08-20,222573
2022-08-21,205289
2022-08-22,250389
2022-08-23,256756
2022-08-24,256460
2022-08-25,260301
2022-08-26,262546
2022-08-27,225275
2022-08-28,201948
2022-08-29,252078
2022-08-30,262283
2022-08-31,260279
2022-09-01,267884
