t,total_supply
2022-06-23,19075412.5
2022-06-24,19076218.75
2022-06-25,19077162.5
2022-06-26,19078025.0
2022-06-27,19078875.0
2022-06-28,19079787.5
2022-06-29,19080731.25
2022-06-30,19081800.0
2022-07-01,19082637.5
2022-07-02,19083500.0
2022-07-03,19084468.75
2022-07-04,19085362.5
2022-07-05,19086100.0
2022-07-06,19086893.75
2022-07-07,19087875.0
2022-07-08,19088800.0
2022-07-09,19089637.5
2022-07-10,19090593.75
2022-07-11,19091362.5
2022-07-12,19092306.25
2022-07-13,19092993.75
2022-07-14,19093768.75
2022-07-15,19094656.25
2022-07-16,19095581.25
2022-07-17,19096356.25
2022-07-18,19097175.0
2022-07-19,19098037.5
2022-07-20,19098825.0
2022-07-21,19099693.75
2022-07-22,19100518.75
2022-07-23,19101481.25
2022-07-24,19102462.5
2022-07-25,19103350.0
2022-07-26,19104350.0
2022-07-27,19105381.25
2022-07-28,19106262.5
2022-07-29,19107175.0
2022-07-30,19107981.25
2022-07-31,19108931.25
2022-08-01,19109781.25
2022-08-02,19110750.0
2022-08-03,19111656.25
2022-08-04,19112481.25
2022-08-05,19113418.75
2022-08-06,19114425.0
2022-08-07,19115418.75
2022-08-08,19116318.75
2022-08-09,19117212.5
2022-08-10,19118137.5
2022-08-11,19119012.5
2022-08-12,19119975.0
2022-08-13,19120843.75
2022-08-14,19121675.0
2022-08-15,19122581.25
2022-08-16,19123506.25
2022-08-17,19124312.5
2022-08-18,19125212.5
2022-08-19,19126325.0
2022-08-20,19127256.25
2022-08-21,19128168.75
2022-08-22,19129075.0
2022-08-23,19130150.0
2022-08-24,19131062.5
2022-08-25,19132056.25
2022-08-26,19133156.25
2022-08-27,19134062.5
2022-08-28,19135068.75
2022-08-29,19136050.0
2022-08-30,19137062.5
2022-08-31,19137975.0
2022-09-01,19138837.5
