t,new_addresses
2019-10-27,296668
2019-10-28,371436
2019-10-29,364448
2019-10-30,371086
2019-10-31,344574
2019-11-01,390458
2019-11-02,324716
2019-11-03,325031
2019-11-04,382722
2019-11-05,410836
2019-11-06,380237
2019-11-07,387677
2019-11-08,372780
2019-11-09,367952
2019-11-10,295930
2019-11-11,347828
2019-11-12,340065
2019-11-13,381717
2019-11-14,370749
2019-11-15,401136
2019-11-16,342972
2019-11-17,294154
2019-11-18,353071
2019-11-19,393408
2019-11-20,361187
2019-11-21,381731
2019-11-22,384198
2019-11-23,367781
2019-11-24,303481
2019-11-25,333361
2019-11-26,407342
2019-11-27,397137
2019-11-28,371916
2019-11-29,373793
2019-11-30,336924
2019-12-01,335420
2019-12-02,389048
2019-12-03,405246
2019-12-04,395937
2019-12-05,380820
2019-12-06,381939
2019-12-07,333112
2019-12-08,307903
2019-12-09,375881
2019-12-10,391322
2019-12-11,368267
2019-12-12,382294
2019-12-13,396659
2019-12-14,336789
2019-12-15,311361
2019-12-16,386911
2019-12-17,399174
2019-12-18,392256
2019-12-19,381882
2019-12-20,389495
2019-12-21,338401
2019-12-22,304743
2019-12-23,364651
2019-12-24,346409
2019-12-25,276066
2019-12-26,335335
2019-12-27,382407
2019-12-28,340982
2019-12-29,314985
2019-12-30,384575
2019-12-31,344675
2020-01-01,270712
2020-01-02,332607
2020-01-03,374771
2020-01-04,333684
2020-01-05,321606
2020-01-06,363784
2020-01-07,406608
2020-01-08,390179
2020-01-09,389335
2020-01-10,428220
2020-01-11,363562
2020-01-12,318938
2020-01-13,353859
2020-01-14,440906
2020-01-15,409052
2020-01-16,394948
2020-01-17,403715
2020-01-18,345905
2020-01-19,341859
2020-01-20,376724
2020-01-21,389259
2020-01-22,389151
2020-01-23,382570
2020-01-24,386379
2020-01-25,331711
2020-01-26,307288
2020-01-27,355234
2020-01-28,423475
2020-01-29,412477
2020-01-30,408420
2020-01-31,410430
2020-02-01,373233
2020-02-02,363024
2020-02-03,411073
2020-02-04,398573
2020-02-05,444339
2020-02-06,391129
2020-02-07,431324
2020-02-08,374627
2020-02-09,363417
2020-02-10,368000
2020-02-11,461491
2020-02-12,434261
2020-02-13,434490
2020-02-14,401293
2020-02-15,400063
2020-02-16,335874
2020-02-17,411564
2020-02-18,408547
2020-02-19,411305
2020-02-20,398045
2020-02-21,409827
2020-02-22,378689
2020-02-23,331165
2020-02-24,399335
2020-02-25,403276
2020-02-26,410450
2020-02-27,410996
2020-02-28,440024
2020-02-29,369140
2020-03-01,366064
2020-03-02,431936
2020-03-03,425603
2020-03-04,448849
2020-03-05,431628
2020-03-06,432268
2020-03-07,375432
2020-03-08,350494
2020-03-09,421275
2020-03-10,420436
2020-03-11,369367
2020-03-12,447980
2020-03-13,374511
2020-03-14,352606
2020-03-15,287119
2020-03-16,367663
2020-03-17,377631
2020-03-18,327223
2020-03-19,363015
2020-03-20,393039
2020-03-21,329766
2020-03-22,280471
2020-03-23,352105
2020-03-24,371320
2020-03-25,312779
2020-03-26,383310
2020-03-27,372444
2020-03-28,321216
2020-03-29,300456
2020-03-30,375141
2020-03-31,385745
2020-04-01,383377
2020-04-02,402540
2020-04-03,385206
2020-04-04,332580
2020-04-05,320219
2020-04-06,388990
2020-04-07,426167
2020-04-08,390317
2020-04-09,386095
2020-04-10,391467
2020-04-11,331900
2020-04-12,312144
2020-04-13,389922
2020-04-14,422492
2020-04-15,444157
2020-04-16,463269
2020-04-17,419966
2020-04-18,402024
2020-04-19,348725
2020-04-20,443051
2020-04-21,441965
2020-04-22,413520
2020-04-23,486983
2020-04-24,466113
2020-04-25,394484
2020-04-26,359678
2020-04-27,454726
2020-04-28,468604
2020-04-29,484404
2020-04-30,491773
2020-05-01,493888
2020-05-02,409648
2020-05-03,397707
2020-05-04,467753
2020-05-05,474471
2020-05-06,483827
2020-05-07,499171
2020-05-08,481633
2020-05-09,453230
2020-05-10,403201
2020-05-11,456334
2020-05-12,504187
2020-05-13,452203
2020-05-14,429577
2020-05-15,472344
2020-05-16,427444
2020-05-17,356593
2020-05-18,425493
2020-05-19,428206
2020-05-20,437155
2020-05-21,448105
2020-05-22,419949
2020-05-23,400683
2020-05-24,332497
2020-05-25,397348
2020-05-26,446470
2020-05-27,441237
2020-05-28,451063
2020-05-29,430118
2020-05-30,400113
2020-05-31,360333
2020-06-01,449527
2020-06-02,459719
2020-06-03,470226
2020-06-04,461847
2020-06-05,472772
2020-06-06,393992
2020-06-07,356603
2020-06-08,459623
2020-06-09,472738
2020-06-10,468790
2020-06-11,493095
2020-06-12,466920
2020-06-13,388084
2020-06-14,370323
2020-06-15,439069
2020-06-16,499981
2020-06-17,493224
2020-06-18,418911
2020-06-19,503452
2020-06-20,397171
2020-06-21,347387
2020-06-22,438163
2020-06-23,520440
2020-06-24,456732
2020-06-25,461435
2020-06-26,475841
2020-06-27,390920
2020-06-28,366786
2020-06-29,458303
2020-06-30,455539
2020-07-01,561189
2020-07-02,495545
2020-07-03,486310
2020-07-04,399680
2020-07-05,371639
2020-07-06,496322
2020-07-07,514221
2020-07-08,509555
2020-07-09,520452
2020-07-10,498733
2020-07-11,428629
2020-07-12,385671
2020-07-13,463949
2020-07-14,543696
2020-07-15,488317
2020-07-16,520890
2020-07-17,459700
2020-07-18,458844
2020-07-19,400010
2020-07-20,466590
2020-07-21,480481
2020-07-22,549638
2020-07-23,513905
2020-07-24,542443
2020-07-25,438710
2020-07-26,442756
2020-07-27,495271
2020-07-28,541745
2020-07-29,519284
2020-07-30,498690
2020-07-31,535441
2020-08-01,458728
2020-08-02,444034
2020-08-03,515528
2020-08-04,514934
2020-08-05,475404
2020-08-06,554710
2020-08-07,512951
2020-08-08,444555
2020-08-09,412471
2020-08-10,489595
2020-08-11,540141
2020-08-12,530531
2020-08-13,499409
2020-08-14,554528
2020-08-15,478438
2020-08-16,415727
2020-08-17,465460
2020-08-18,540669
2020-08-19,507506
2020-08-20,512695
2020-08-21,486643
2020-08-22,464839
2020-08-23,415657
2020-08-24,486675
2020-08-25,486631
2020-08-26,498779
2020-08-27,502507
2020-08-28,518376
2020-08-29,438179
2020-08-30,398460
2020-08-31,470724
2020-09-01,567989
2020-09-02,507452
2020-09-03,489881
2020-09-04,476406
2020-09-05,473696
2020-09-06,398510
2020-09-07,478470
2020-09-08,498882
2020-09-09,484473
2020-09-10,540259
2020-09-11,488909
2020-09-12,440432
2020-09-13,388671
2020-09-14,522780
2020-09-15,517435
2020-09-16,534230
2020-09-17,536179
2020-09-18,496261
2020-09-19,451564
2020-09-20,388678
2020-09-21,458159
2020-09-22,492275
2020-09-23,522127
2020-09-24,492546
2020-09-25,536320
2020-09-26,433333
2020-09-27,392893
2020-09-28,451158
2020-09-29,536468
2020-09-30,534086
2020-10-01,493343
2020-10-02,492331
2020-10-03,466851
2020-10-04,413216
2020-10-05,457554
2020-10-06,497237
2020-10-07,545762
2020-10-08,510494
2020-10-09,514866
2020-10-10,463290
2020-10-11,399233
2020-10-12,473110
2020-10-13,530758
2020-10-14,485193
2020-10-15,533319
2020-10-16,510766
2020-10-17,428313
2020-10-18,373544
2020-10-19,489808
2020-10-20,519988
2020-10-21,490652
2020-10-22,539330
2020-10-23,511169
2020-10-24,478407
2020-10-25,402253
2020-10-26,418046
2020-10-27,433878
2020-10-28,441263
2020-10-29,463925
2020-10-30,440119
2020-10-31,441682
2020-11-01,425333
2020-11-02,382139
2020-11-03,529072
2020-11-04,509272
2020-11-05,515031
2020-11-06,541866
2020-11-07,440998
2020-11-08,408013
2020-11-09,520324
2020-11-10,492985
2020-11-11,509966
2020-11-12,519504
2020-11-13,496848
2020-11-14,449703
2020-11-15,407914
2020-11-16,493329
2020-11-17,558880
2020-11-18,581082
2020-11-19,517332
2020-11-20,559823
2020-11-21,486456
2020-11-22,430736
2020-11-23,484809
2020-11-24,543103
2020-11-25,579342
2020-11-26,525787
2020-11-27,513799
2020-11-28,472882
2020-11-29,434832
2020-11-30,441143
2020-12-01,614449
2020-12-02,539351
2020-12-03,554788
2020-12-04,521062
2020-12-05,468371
2020-12-06,429728
2020-12-07,486989
2020-12-08,536825
2020-12-09,530363
2020-12-10,512866
2020-12-11,508289
2020-12-12,482288
2020-12-13,449669
2020-12-14,504683
2020-12-15,521913
2020-12-16,520297
2020-12-17,533017
2020-12-18,596314
2020-12-19,542856
2020-12-20,465212
2020-12-21,461211
2020-12-22,528210
2020-12-23,540230
2020-12-24,447429
2020-12-25,474667
2020-12-26,448279
2020-12-27,503446
2020-12-28,510439
2020-12-29,560252
2020-12-30,566819
2020-12-31,569538
2021-01-01,439557
2021-01-02,515203
2021-01-03,596887
2021-01-04,612801
2021-01-05,598974
2021-01-06,655866
2021-01-07,682767
2021-01-08,635205
2021-01-09,558358
2021-01-10,564671
2021-01-11,572653
2021-01-12,569469
2021-01-13,535534
2021-01-14,572390
2021-01-15,570393
2021-01-16,536678
2021-01-17,467286
2021-01-18,515789
2021-01-19,539615
2021-01-20,531675
2021-01-21,511928
2021-01-22,542187
2021-01-23,520343
2021-01-24,442024
2021-01-25,515582
2021-01-26,547631
2021-01-27,539416
2021-01-28,537523
2021-01-29,627456
2021-01-30,528513
2021-01-31,500721
2021-02-01,489366
2021-02-02,599019
2021-02-03,572200
2021-02-04,597110
2021-02-05,590989
2021-02-06,558505
2021-02-07,511855
2021-02-08,568124
2021-02-09,631695
2021-02-10,575206
2021-02-11,552059
2021-02-12,585457
2021-02-13,550759
2021-02-14,484618
2021-02-15,535064
2021-02-16,510432
2021-02-17,555803
2021-02-18,560991
2021-02-19,603519
2021-02-20,571426
2021-02-21,472947
2021-02-22,513849
2021-02-23,536912
2021-02-24,603417
2021-02-25,562471
2021-02-26,545911
2021-02-27,546045
2021-02-28,436639
2021-03-01,508084
2021-03-02,564312
2021-03-03,571279
2021-03-04,510103
2021-03-05,540956
2021-03-06,468891
2021-03-07,456544
2021-03-08,491285
2021-03-09,530857
2021-03-10,575808
2021-03-11,506215
2021-03-12,551876
2021-03-13,494541
2021-03-14,513147
2021-03-15,520974
2021-03-16,561293
2021-03-17,543845
2021-03-18,601545
2021-03-19,564537
2021-03-20,503182
2021-03-21,425283
2021-03-22,532408
2021-03-23,559594
2021-03-24,529959
2021-03-25,562859
2021-03-26,535173
2021-03-27,490264
2021-03-28,430727
2021-03-29,524470
2021-03-30,557303
2021-03-31,599442
2021-04-01,547169
2021-04-02,526362
2021-04-03,475418
2021-04-04,415986
2021-04-05,511880
2021-04-06,571136
2021-04-07,566778
2021-04-08,506968
2021-04-09,561480
2021-04-10,509074
2021-04-11,444256
2021-04-12,511254
2021-04-13,563283
2021-04-14,552747
2021-04-15,627734
2021-04-16,476848
2021-04-17,395764
2021-04-18,497038
2021-04-19,443283
2021-04-20,560984
2021-04-21,470279
2021-04-22,491266
2021-04-23,505669
2021-04-24,449088
2021-04-25,383264
2021-04-26,432928
2021-04-27,495086
2021-04-28,464601
2021-04-29,452191
2021-04-30,479506
2021-05-01,431476
2021-05-02,381492
2021-05-03,486376
2021-05-04,507104
2021-05-05,530075
2021-05-06,532036
2021-05-07,517397
2021-05-08,475029
2021-05-09,438036
2021-05-10,529442
2021-05-11,550534
2021-05-12,557269
2021-05-13,496377
2021-05-14,470899
2021-05-15,408678
2021-05-16,381529
2021-05-17,423060
2021-05-18,389705
2021-05-19,460707
2021-05-20,415838
2021-05-21,422348
2021-05-22,378290
2021-05-23,336286
2021-05-24,406230
2021-05-25,413385
2021-05-26,400715
2021-05-27,380364
2021-05-28,386078
2021-05-29,344861
2021-05-30,304003
2021-05-31,377959
2021-06-01,400872
2021-06-02,425050
2021-06-03,437902
2021-06-04,411456
2021-06-05,335899
2021-06-06,308389
2021-06-07,404753
2021-06-08,422323
2021-06-09,371505
2021-06-10,430008
2021-06-11,395057
2021-06-12,374251
2021-06-13,316457
2021-06-14,410115
2021-06-15,442413
2021-06-16,426914
2021-06-17,392780
2021-06-18,367686
2021-06-19,311332
2021-06-20,277348
2021-06-21,343929
2021-06-22,341479
2021-06-23,389925
2021-06-24,383793
2021-06-25,360664
2021-06-26,314885
2021-06-27,222024
2021-06-28,381302
2021-06-29,352327
2021-06-30,355232
2021-07-01,396699
2021-07-02,335353
2021-07-03,376065
2021-07-04,288257
2021-07-05,350351
2021-07-06,373963
2021-07-07,363403
2021-07-08,375468
2021-07-09,368012
2021-07-10,310351
2021-07-11,283343
2021-07-12,358196
2021-07-13,351036
2021-07-14,363992
2021-07-15,365815
2021-07-16,351411
2021-07-17,292394
2021-07-18,265576
2021-07-19,354782
2021-07-20,364329
2021-07-21,366924
2021-07-22,364808
2021-07-23,364166
2021-07-24,310767
2021-07-25,280495
2021-07-26,404635
2021-07-27,393793
2021-07-28,393278
2021-07-29,403885
2021-07-30,401937
2021-07-31,333264
2021-08-01,300584
2021-08-02,376473
2021-08-03,385778
2021-08-04,375427
2021-08-05,389183
2021-08-06,405621
2021-08-07,336028
2021-08-08,306995
2021-08-09,391934
2021-08-10,403037
2021-08-11,405598
2021-08-12,394138
2021-08-13,408082
2021-08-14,324984
2021-08-15,301064
2021-08-16,409243
2021-08-17,402980
2021-08-18,395712
2021-08-19,398259
2021-08-20,427670
2021-08-21,348512
2021-08-22,305627
2021-08-23,416345
2021-08-24,410165
2021-08-25,411937
2021-08-26,403376
2021-08-27,396427
2021-08-28,343870
2021-08-29,304116
2021-08-30,379738
2021-08-31,418634
2021-09-01,437419
2021-09-02,454814
2021-09-03,443506
2021-09-04,367180
2021-09-05,323267
2021-09-06,402264
2021-09-07,419477
2021-09-08,416311
2021-09-09,440595
2021-09-10,407310
2021-09-11,353694
2021-09-12,320852
2021-09-13,390482
2021-09-14,414833
2021-09-15,418807
2021-09-16,427855
2021-09-17,417014
2021-09-18,363982
2021-09-19,325635
2021-09-20,408531
2021-09-21,378703
2021-09-22,414534
2021-09-23,406840
2021-09-24,432024
2021-09-25,342125
2021-09-26,321841
2021-09-27,392345
2021-09-28,405397
2021-09-29,377426
2021-09-30,451130
2021-10-01,438881
2021-10-02,411128
2021-10-03,360625
2021-10-04,417911
2021-10-05,464677
2021-10-06,416254
2021-10-07,503939
2021-10-08,443744
2021-10-09,398092
2021-10-10,346649
2021-10-11,433521
2021-10-12,436201
2021-10-13,440803
2021-10-14,443543
2021-10-15,473760
2021-10-16,438576
2021-10-17,365695
2021-10-18,451241
2021-10-19,488426
2021-10-20,460497
2021-10-21,502967
2021-10-22,449495
2021-10-23,380749
2021-10-24,361401
2021-10-25,455069
2021-10-26,471387
2021-10-27,461390
2021-10-28,488779
2021-10-29,496691
2021-10-30,426120
2021-10-31,367572
2021-11-01,471184
2021-11-02,477083
2021-11-03,464603
2021-11-04,470170
2021-11-05,463871
2021-11-06,400553
2021-11-07,384258
2021-11-08,447727
2021-11-09,516914
2021-11-10,477177
2021-11-11,466646
2021-11-12,452162
2021-11-13,401908
2021-11-14,381934
2021-11-15,457831
2021-11-16,476956
2021-11-17,459634
2021-11-18,468193
2021-11-19,460472
2021-11-20,411533
2021-11-21,377997
2021-11-22,433744
2021-11-23,456606
2021-11-24,478700
2021-11-25,477549
2021-11-26,474333
2021-11-27,396456
2021-11-28,358519
2021-11-29,469482
2021-11-30,472454
2021-12-01,462725
2021-12-02,499095
2021-12-03,467259
2021-12-04,434943
2021-12-05,365819
2021-12-06,447157
2021-12-07,455817
2021-12-08,421006
2021-12-09,450036
2021-12-10,449205
2021-12-11,374420
2021-12-12,360178
2021-12-13,444755
2021-12-14,437000
2021-12-15,450871
2021-12-16,412496
2021-12-17,412270
2021-12-18,380690
2021-12-19,353639
2021-12-20,426545
2021-12-21,472740
2021-12-22,455223
2021-12-23,466237
2021-12-24,419349
2021-12-25,362547
2021-12-26,355640
2021-12-27,419560
2021-12-28,461695
2021-12-29,468508
2021-12-30,421035
2021-12-31,447835
2022-01-01,312958
2022-01-02,340131
2022-01-03,389837
2022-01-04,434656
2022-01-05,440660
2022-01-06,434428
2022-01-07,419004
2022-01-08,372088
2022-01-09,357255
2022-01-10,425917
2022-01-11,443242
2022-01-12,431416
2022-01-13,438235
2022-01-14,431529
2022-01-15,389373
2022-01-16,357206
2022-01-17,396336
2022-01-18,409378
2022-01-19,413952
2022-01-20,429567
2022-01-21,442169
2022-01-22,412134
2022-01-23,341873
2022-01-24,418211
2022-01-25,410811
2022-01-26,414635
2022-01-27,405242
2022-01-28,420426
2022-01-29,372331
2022-01-30,345597
2022-01-31,414184
2022-02-01,423153
2022-02-02,428051
2022-02-03,416027
2022-02-04,398315
2022-02-05,415538
2022-02-06,351060
2022-02-07,410714
2022-02-08,427080
2022-02-09,419440
2022-02-10,415250
2022-02-11,415376
2022-02-12,373834
2022-02-13,380063
2022-02-14,395754
2022-02-15,429282
2022-02-16,435357
2022-02-17,424366
2022-02-18,418789
2022-02-19,358066
2022-02-20,339172
2022-02-21,386333
2022-02-22,411986
2022-02-23,396066
2022-02-24,423301
2022-02-25,431851
2022-02-26,367165
2022-02-27,367453
2022-02-28,434941
2022-03-01,448208
2022-03-02,461125
2022-03-03,443106
2022-03-04,425650
2022-03-05,374116
2022-03-06,345450
2022-03-07,402703
2022-03-08,413737
2022-03-09,443894
2022-03-10,432832
2022-03-11,414691
2022-03-12,367809
2022-03-13,343961
2022-03-14,408606
2022-03-15,433131
2022-03-16,462407
2022-03-17,480187
2022-03-18,441524
2022-03-19,407989
2022-03-20,359643
2022-03-21,417946
2022-03-22,422562
2022-03-23,423162
2022-03-24,425903
2022-03-25,472275
2022-03-26,384677
2022-03-27,365019
2022-03-28,442559
2022-03-29,434758
2022-03-30,411801
2022-03-31,437538
2022-04-01,445355
2022-04-02,407370
2022-04-03,364843
2022-04-04,424255
2022-04-05,431671
2022-04-06,415246
2022-04-07,425774
2022-04-08,420821
2022-04-09,369659
2022-04-10,342076
2022-04-11,422369
2022-04-12,434591
2022-04-13,428302
2022-04-14,419432
2022-04-15,419946
2022-04-16,377045
2022-04-17,340778
2022-04-18,389263
2022-04-19,434476
2022-04-20,436012
2022-04-21,443681
2022-04-22,417148
2022-04-23,373768
2022-04-24,355549
2022-04-25,418875
2022-04-26,422981
2022-04-27,432950
2022-04-28,431433
2022-04-29,445992
2022-04-30,419017
2022-05-01,375549
2022-05-02,418881
2022-05-03,429030
2022-05-04,371096
2022-05-05,489298
2022-05-06,445931
2022-05-07,370325
2022-05-08,361119
2022-05-09,435357
2022-05-10,435128
2022-05-11,420958
2022-05-12,451393
2022-05-13,435068
2022-05-14,446140
2022-05-15,364507
2022-05-16,406699
2022-05-17,421716
2022-05-18,398516
2022-05-19,404700
2022-05-20,409460
2022-05-21,346886
2022-05-22,322168
2022-05-23,392349
2022-05-24,361340
2022-05-25,432480
2022-05-26,408317
2022-05-27,423868
2022-05-28,348282
2022-05-29,322561
2022-05-30,388760
2022-05-31,407893
2022-06-01,410671
2022-06-02,407870
2022-06-03,416598
2022-06-04,342641
2022-06-05,325177
2022-06-06,397183
2022-06-07,397940
2022-06-08,404662
2022-06-09,410229
2022-06-10,410889
2022-06-11,360463
2022-06-12,331696
2022-06-13,437805
2022-06-14,443760
2022-06-15,458398
2022-06-16,410494
2022-06-17,414016
2022-06-18,406263
2022-06-19,335842
2022-06-20,369249
2022-06-21,406738
2022-06-22,402537
2022-06-23,399953
2022-06-24,404898
2022-06-25,345004
2022-06-26,328331
2022-06-27,387038
2022-06-28,386520
2022-06-29,412541
2022-06-30,430836
2022-07-01,436746
2022-07-02,380126
2022-07-03,337203
2022-07-04,370860
2022-07-05,368604
2022-07-06,415657
2022-07-07,431568
2022-07-08,416097
2022-07-09,349620
2022-07-10,315137
2022-07-11,352786
2022-07-12,409793
2022-07-13,348580
2022-07-14,425929
2022-07-15,399808
2022-07-16,352250
2022-07-17,310783
2022-07-18,362727
2022-07-19,417774
2022-07-20,387866
2022-07-21,410237
2022-07-22,389995
2022-07-23,344355
2022-07-24,328129
2022-07-25,381319
2022-07-26,398257
2022-07-27,384341
2022-07-28,427574
2022-07-29,431442
2022-07-30,368190
2022-07-31,336108
2022-08-01,379293
2022-08-02,396129
2022-08-03,414837
2022-08-04,417964
2022-08-05,416781
2022-08-06,375883
2022-08-07,315000
2022-08-08,389163
2022-08-09,393586
2022-08-10,405171
2022-08-11,438998
2022-08-12,429841
2022-08-13,378814
2022-08-14,334627
2022-08-15,377515
2022-08-16,420592
2022-08-17,396636
2022-08-18,426277
2022-08-19,448856
2022-08-20,368518
2022-08-21,338049
2022-08-22,383787
2022-08-23,394729
2022-08-24,397682
2022-08-25,402137
2022-08-26,419006
2022-08-27,372221
2022-08-28,332740
2022-08-29,390672
2022-08-30,405289
2022-08-31,399383
2022-09-01,419295
